ISIN,MarketValue,Currency
CNE100000W94,45422,CHF
CNE100000WJ0,29272,CHF
CNE100000WN2,173903,CHF
CNE100000WS1,1232866,CHF
CNE100000WW3,454668,CHF
CNE100000WX1,23039,CHF
CNE100000WY9,33371,CHF
CNE100000X44,896901,CHF
CNE100000X69,214424,CHF
CNE100000X77,21589,CHF
CNE100000X85,133741,CHF
CNE100000XG4,548299,CHF
CNE100000XX9,155563,CHF
CNE100000Y84,26043,CHF
CNE1000010F8,25368,CHF
CNE1000010M4,103344,CHF
CNE1000010N2,55782,CHF
CNE1000010R3,409582,CHF
CNE100001104,23569,CHF
CNE1000011H2,26408,CHF
CNE100001203,25920,CHF
CNE100001260,30935,CHF
CNE1000012B3,1743128,CHF
CNE1000012X7,27507,CHF
CNE1000013B1,20343,CHF
CNE100001526,119285,CHF
CNE1000015L5,180849,CHF
CNE1000015M3,30808,CHF
CNE1000015S0,22118,CHF
CNE1000015Y8,200317,CHF
CNE100001617,34941,CHF
CNE1000016F5,24781,CHF
CNE1000016V2,1315855,CHF
CNE1000017G1,155298,CHF
CNE1000018W6,69339,CHF
CNE100001922,987539,CHF
CNE1000019K9,965586,CHF
CNE1000019P8,34858,CHF
CNE1000019R4,44955,CHF
CNE1000019Y0,49879,CHF
CNE100001BZ8,28337,CHF
CNE100001CB7,24737,CHF
CNE100001CY9,31174,CHF
CNE100001D96,27792,CHF
CNE100001FB0,22236,CHF
CNE100001FN5,268432,CHF
CNE100001FR6,417252,CHF
CNE100001JM9,21788,CHF
CNE100001JZ1,25547,CHF
CNE100001KV8,57063,CHF
CNE100001LY0,39753,CHF
CNE100001M79,764368,CHF
CNE100001MK7,1782580,CHF
CNE100001NQ2,153283,CHF
CNE100001NR0,223232,CHF
CNE100001NT6,1035627,CHF
CNE100001NV2,609541,CHF
CNE100001QQ5,472908,CHF
CNE100001QS1,1592379,CHF
CNE100001QW3,1634888,CHF
CNE100001R58,23937,CHF
CNE100001RQ3,401158,CHF
CNE100001S16,496632,CHF
CNE100001SH0,51518,CHF
CNE100001SL2,740948,CHF
CNE100001SR9,3400839,CHF
CNE100001T80,2940661,CHF
CNE100001TH8,43212,CHF
CNE100001TJ4,1094773,CHF
CNE100001TP1,61540,CHF
CNE100001TQ9,555025,CHF
CNE100001TR7,469503,CHF
CNE100001TS5,31554,CHF
CNE100001TW7,32689,CHF
CNE100001V45,52472,CHF
CNE100001V60,416413,CHF
CNE100001VW3,51134,CHF
CNE100001W69,300284,CHF
CNE100001WS9,142888,CHF
CNE100001WW1,36333,CHF
CNE100001Y42,31596,CHF
CNE100001Y83,60848,CHF
CNE100001YQ9,801817,CHF
CNE100001YW7,42843,CHF
CNE100001ZF9,36029,CHF
CNE100001ZT0,480975,CHF
CNE100001ZV6,160203,CHF
CNE100001ZY0,25649,CHF
CNE1000020C4,27239,CHF
CNE100002177,30688,CHF
CNE1000021L3,1627776,CHF
CNE1000022F3,336491,CHF
CNE1000022N7,150694,CHF
CNE1000022S6,34350,CHF
CNE100002342,1858802,CHF
CNE100002359,666023,CHF
CNE100002367,1214030,CHF
CNE1000023M7,24849,CHF
CNE1000023Q8,214688,CHF
CNE1000023R6,498237,CHF
CNE100002508,1386810,CHF
CNE100002524,23600,CHF
CNE1000027G0,34992,CHF
CNE100002995,30960,CHF
CNE1000029W3,3728094,CHF
CNE100002BF8,233611,CHF
CNE100002BR3,33698,CHF
CNE100002BZ6,30605,CHF
CNE100002DD9,27400,CHF
CNE100002FC6,378430,CHF
CNE100002FD4,235951,CHF
CNE100002FK9,249709,CHF
CNE100002FM5,1968365,CHF
CNE100002FV6,49883,CHF
CNE100002FX2,55260,CHF
CNE100002G76,1524720,CHF
CNE100002G84,197886,CHF
CNE100002GC4,26797,CHF
CNE100002GK7,20748,CHF
CNE100002GM3,32514,CHF
CNE100002GQ4,654398,CHF
CNE100002GR2,31155,CHF
CNE100002GX0,27294,CHF
CNE100002MR0,19739,CHF
CNE100002PC5,401642,CHF
CNE100002Q33,181844,CHF
CNE100002QY7,279726,CHF
CNE100002R32,66767,CHF
CNE100002R65,28315,CHF
CNE100002RB3,29277,CHF
CNE100002RJ6,24949,CHF
CNE100002RT5,27767,CHF
CNE100002RY5,279147,CHF
CNE100002RZ2,28434,CHF
CNE100002SN6,29000,CHF
CNE100002V44,30110,CHF
CNE100002VW1,24210,CHF
CNE100002WP3,25372,CHF
CNE100002XM8,223272,CHF
CNE1000030S9,68360,CHF
CNE1000031K4,322640,CHF
CNE1000031P3,191758,CHF
CNE1000031R9,42535,CHF
CNE1000031T5,247650,CHF
CNE100003373,156059,CHF
CNE1000033J2,31530,CHF
CNE1000033T1,381651,CHF
CNE100003449,28651,CHF
CNE1000034T9,25301,CHF
CNE100003662,549486,CHF
CNE100003688,2999029,CHF
CNE100003F01,136267,CHF
CNE100003F19,596970,CHF
CNE100003G67,455827,CHF
CNE100003GS8,45245,CHF
COB07PA00078,598269,CHF
COB07PA00086,1727187,CHF
COC04PA00016,1306322,CHF
COD38PA00046,369994,CHF
COE15PA00026,677438,CHF
COJ12PA00048,854419,CHF
COT09PA00035,386276,CHF
COT13PA00060,108052,CHF
COT13PA00086,574290,CHF
COT29PA00058,431409,CHF
CS0008418869,94109,CHF
CZ0005112300,871817,CHF
CZ0008019106,1984297,CHF
CZ0008040318,1410316,CHF
DE0005008007,66641,CHF
DE0005089031,447672,CHF
DE0005093108,190858,CHF
DE0005102008,108033,CHF
DE0005103006,142808,CHF
DE0005111702,76304,CHF
DE0005140008,3579827,CHF
DE0005158703,785097,CHF
DE0005190003,5192700,CHF
DE0005190037,698906,CHF
DE0005200000,3217285,CHF
DE0005232805,59850,CHF
DE0005313704,639943,CHF
DE0005403901,36801,CHF
DE0005408116,472861,CHF
DE0005408884,65782,CHF
DE0005419105,402911,CHF
DE0005437305,276208,CHF
DE0005439004,1333152,CHF
DE0005470306,809143,CHF
DE0005470405,619276,CHF
DE0005488100,127902,CHF
DE0005493092,105573,CHF
DE0005493365,134904,CHF
DE0005550636,53763,CHF
DE0005552004,4049728,CHF
DE0005557508,8867230,CHF
DE0005565204,420967,CHF
DE0005659700,77070,CHF
DE0005664809,664852,CHF
DE0005677108,92162,CHF
DE0005773303,1205579,CHF
DE0005785604,4257946,CHF
DE0005785802,3010976,CHF
DE0005790430,424806,CHF
DE0005810055,4077969,CHF
DE0005909006,240748,CHF
DE0006013006,196137,CHF
DE0006047004,1976861,CHF
DE0006048408,2411932,CHF
DE0006048432,1591576,CHF
DE0006062144,1541918,CHF
DE0006070006,448998,CHF
DE0006083405,88479,CHF
DE0006095003,84593,CHF
DE0006200108,198560,CHF
DE0006202005,148718,CHF
DE0006219934,214092,CHF
DE0006231004,2725621,CHF
DE0006305006,221562,CHF
DE0006335003,196633,CHF
DE0006452907,745621,CHF
DE0006569908,180183,CHF
DE0006599905,4235134,CHF
DE0006602006,499661,CHF
DE0006632003,1030955,CHF
DE0006766504,402020,CHF
DE0006916604,210851,CHF
DE0006969603,674669,CHF
DE0007010803,587637,CHF
DE0007030009,1139106,CHF
DE0007037129,4702814,CHF
DE0007042301,59110,CHF
DE0007074007,82475,CHF
DE0007100000,9340730,CHF
DE0007164600,13719302,CHF
DE0007165631,807594,CHF
DE0007193500,58159,CHF
DE0007231326,274996,CHF
DE0007231334,177448,CHF
DE0007235301,48034,CHF
DE0007236101,9774433,CHF
DE0007257503,223071,CHF
DE0007274136,22181,CHF
DE0007297004,204076,CHF
DE0007314007,101043,CHF
DE0007446007,48817,CHF
DE0007472060,1351716,CHF
DE0007480204,422008,CHF
DE0007493991,562155,CHF
DE0007500001,547606,CHF
DE0007507501,201670,CHF
DE0007664005,1318038,CHF
DE0007664039,8145476,CHF
DE0007667107,149571,CHF
DE0008019001,391211,CHF
DE0008232125,3256203,CHF
DE0008303504,786692,CHF
DE0008402215,3622662,CHF
DE0008404005,12494567,CHF
DE0008430026,8130539,CHF
DE000A0D6554,89210,CHF
DE000A0D9PT0,1525686,CHF
DE000A0DJ6J9,171187,CHF
DE000A0DNAY5,58766,CHF
DE000A0DPRE6,66026,CHF
DE000A0HN5C6,2408467,CHF
DE000A0JK2A8,153077,CHF
DE000A0JL9W6,143407,CHF
DE000A0LD2U1,600260,CHF
DE000A0LD6E6,595809,CHF
DE000A0S8488,73248,CHF
DE000A0TGJ55,474919,CHF
DE000A0WMPJ6,273178,CHF
DE000A0Z2XN6,108433,CHF
DE000A0Z2ZZ5,674797,CHF
DE000A12B8Z4,680336,CHF
DE000A12DM80,1503504,CHF
DE000A12UKK6,416039,CHF
DE000A14J9N8,4201752,CHF
DE000A161408,561715,CHF
DE000A161N30,687975,CHF
DE000A168650,1415317,CHF
DE000A181034,2519866,CHF
DE000A182VS4,1441883,CHF
DE000A182VT2,1256913,CHF
DE000A1919G4,4847817,CHF
DE000A1919H2,2056765,CHF
DE000A194DC1,6227820,CHF
DE000A19HCW0,5877709,CHF
DE000A19NY87,4366999,CHF
DE000A19S4V6,1715894,CHF
DE000A1DAHH0,880031,CHF
DE000A1EWWW0,6556509,CHF
DE000A1GNAH1,944434,CHF
DE000A1H8BV3,232630,CHF
DE000A1J5RX9,817711,CHF
DE000A1ML7J1,4037435,CHF
DE000A1PHFF7,429644,CHF
DE000A1RE1Q3,1123120,CHF
DE000A1TNUT7,152356,CHF
DE000A1X3XX4,177893,CHF
DE000A1Z6C06,6419060,CHF
DE000A1Z6M12,7537719,CHF
DE000A1ZZ010,1166865,CHF
DE000A2E4K43,944521,CHF
DE000A2G8VU3,710193,CHF
DE000A2GS401,415901,CHF
DE000A2GSFF1,2024541,CHF
DE000A2NB601,405969,CHF
DE000A2R8ND3,747830,CHF
DE000A2R8NE1,1047075,CHF
DE000A2R9ZU9,2159438,CHF
DE000A2RWAX4,1588017,CHF
DE000A2RWZZ6,347553,CHF
DE000A2SBDE0,3599027,CHF
DE000A2SBDF7,2383365,CHF
DE000A2YPFA1,2586615,CHF
DE000A2YPFU9,2153133,CHF
DE000A2YPGA9,425754,CHF
DE000BASF111,6602083,CHF
DE000BAY0017,17342099,CHF
DE000BFB0019,1087403,CHF
DE000BHY0BP6,1359825,CHF
DE000BHY0GS9,2280465,CHF
DE000CBK1001,1271856,CHF
DE000CZ40K07,2251225,CHF
DE000CZ40NG4,1903442,CHF
DE000ENAG999,3026421,CHF
DE000EVNK013,723590,CHF
DE000JST4000,67668,CHF
DE000KBX1006,651634,CHF
DE000KC01000,55046,CHF
DE000KGX8881,460971,CHF
DE000KSAG888,488379,CHF
DE000LED4000,984032,CHF
DE000LEG1110,1470035,CHF
DE000NWRK013,308509,CHF
DE000PAH0038,3004350,CHF
DE000PAT1AG3,138159,CHF
DE000PSM7770,743803,CHF
DE000SHL1006,1571797,CHF
DE000SYM9999,1852986,CHF
DE000TUAG000,641265,CHF
DE000UNSE018,1745094,CHF
DE000WACK012,66422,CHF
DE000WAF3001,385802,CHF
DE000WCH8881,113225,CHF
DE000ZAL1111,833927,CHF
DK0010181759,3585416,CHF
DK0010219153,447835,CHF
DK0010234467,173109,CHF
DK0010244425,2166019,CHF
DK0010244508,3928689,CHF
DK0010253921,140273,CHF
DK0010268606,1820150,CHF
DK0010272202,1348624,CHF
DK0010272632,1315485,CHF
DK0010274414,2038352,CHF
DK0010287234,709514,CHF
DK0010287663,24700,CHF
DK0010307958,584395,CHF
DK0010311471,354168,CHF
DK0015250344,123177,CHF
DK0015998017,119162,CHF
DK0060027142,323452,CHF
DK0060036564,92675,CHF
DK0060079531,3024367,CHF
DK0060094928,3465456,CHF
DK0060227585,1418956,CHF
DK0060252690,464720,CHF
DK0060257814,89509,CHF
DK0060336014,1017656,CHF
DK0060448595,3721131,CHF
DK0060477503,474979,CHF
DK0060495240,1111141,CHF
DK0060497295,91636,CHF
DK0060534915,12379179,CHF
DK0060542181,812134,CHF
DK0060634707,1084846,CHF
DK0060636678,2559613,CHF
DK0060655629,293818,CHF
DK0060696300,221888,CHF
DK0060700516,65805,CHF
DK0060738599,393441,CHF
DK0060854669,534294,CHF
DK0060907293,88249,CHF
DK0060946788,501243,CHF
DK0060952919,154936,CHF
DK0061135753,276938,CHF
EGS30901C010,204760,CHF
EGS33041C012,44997,CHF
EGS37091C013,1799711,CHF
EGS3C251C013,41080,CHF
EGS3G0Z1C014,132963,CHF
EGS48031C016,241422,CHF
EGS60121C018,2830494,CHF
EGS65571C019,74527,CHF
EGS65591C017,64728,CHF
EGS655L1C012,172818,CHF
EGS65851C015,61321,CHF
EGS69101C011,526669,CHF
EGS691L1C018,55817,CHF
EGS691S1C011,397117,CHF
EGS729J1C018,124778,CHF
ES0105015012,189519,CHF
ES0105022000,524495,CHF
ES0105025003,1120449,CHF
ES0105027009,299626,CHF
ES0105046009,3482144,CHF
ES0105065009,253765,CHF
ES0105066007,1077129,CHF
ES0105075008,95932,CHF
ES0105130001,54271,CHF
ES0105223004,198473,CHF
ES0105229001,62321,CHF
ES0105251005,247791,CHF
ES0105375002,858752,CHF
ES0105630315,547699,CHF
ES0109067019,4432083,CHF
ES0109427734,43113,CHF
ES0112501012,253437,CHF
ES0113211835,6418661,CHF
ES0113307062,435660,CHF
ES0113679I37,459775,CHF
ES0113860A34,1347679,CHF
ES0113900J37,11687660,CHF
ES0115056139,593737,CHF
ES0116870314,1042273,CHF
ES0116920333,242601,CHF
ES0117160111,153515,CHF
ES0118594417,266864,CHF
ES0118900010,2593058,CHF
ES0121975009,91449,CHF
ES0122060314,100382,CHF
ES0124244E34,528212,CHF
ES0125220311,467987,CHF
ES0126775032,75130,CHF
ES0130625512,58043,CHF
ES0130670112,3665706,CHF
ES0130960018,1483189,CHF
ES0132105018,456847,CHF
ES0132945017,143179,CHF
ES0134950F36,353228,CHF
ES0137650018,95626,CHF
ES0139140174,577838,CHF
ES0140609019,1735394,CHF
ES0142090317,14034,CHF
ES0143416115,373988,CHF
ES0144580Y14,9115897,CHF
ES0148396007,5242589,CHF
ES0152503035,264917,CHF
ES0157097017,154709,CHF
ES0164180012,85032,CHF
ES0167050915,3931905,CHF
ES0168675090,189630,CHF
ES0171996087,1099896,CHF
ES0173093024,2917610,CHF
ES0173516115,3978483,CHF
ES0175438003,194639,CHF
ES0176252718,453631,CHF
ES0178165017,198216,CHF
ES0178430E18,5791542,CHF
ES0180907000,285018,CHF
ES0182870214,374230,CHF
ES0184262212,512271,CHF
ES0184696104,377158,CHF
ES0184933812,255004,CHF
ES0213679HN2,3179325,CHF
ES0224244089,2560247,CHF
EST01PA00013,79582,CHF
FI0009000202,850564,CHF
FI0009000277,480045,CHF
FI0009000459,1026239,CHF
FI0009000665,292391,CHF
FI0009000681,5852767,CHF
FI0009002158,205740,CHF
FI0009002422,195392,CHF
FI0009003230,109101,CHF
FI0009003305,5227256,CHF
FI0009003727,535516,CHF
FI0009004824,475710,CHF
FI0009005318,314000,CHF
FI0009005870,495114,CHF
FI0009005961,1354863,CHF
FI0009005987,1796503,CHF
FI0009007132,1451615,CHF
FI0009007694,88507,CHF
FI0009007835,515854,CHF
FI0009007884,3278975,CHF
FI0009013296,1742676,CHF
FI0009013403,2416439,CHF
FI0009013429,227790,CHF
FI0009014351,29904,CHF
FI0009014377,482463,CHF
FI0009014575,261561,CHF
FI0009800643,111609,CHF
FI0009801310,29332,CHF
FI4000058870,58691,CHF
FI4000062781,83874,CHF
FI4000074984,655483,CHF
FI4000197934,191950,CHF
FI4000297767,3780046,CHF
FI4000369947,20237,CHF
FI4000383898,144846,CHF
FI4000384243,175260,CHF
FO0000000179,729759,CHF
FR0000031122,601436,CHF
FR0000031577,118252,CHF
FR0000031775,136929,CHF
FR0000032526,32143,CHF
FR0000033904,50116,CHF
FR0000034639,886183,CHF
FR0000035081,646447,CHF
FR0000035164,77071,CHF
FR0000038259,618834,CHF
FR0000039299,419454,CHF
FR0000044448,216839,CHF
FR0000045072,2986085,CHF
FR0000050353,67320,CHF
FR0000050809,616435,CHF
FR0000051070,31192,CHF
FR0000051732,3145237,CHF
FR0000051807,1550889,CHF
FR0000052292,6132029,CHF
FR0000052516,39650,CHF
FR0000053381,107070,CHF
FR0000054470,579932,CHF
FR0000054900,37821,CHF
FR0000060402,78340,CHF
FR0000061129,27261,CHF
FR0000063737,47522,CHF
FR0000063935,40041,CHF
FR0000064578,3594744,CHF
FR0000064784,79358,CHF
FR0000071946,850611,CHF
FR0000073272,4976870,CHF
FR0000073298,166119,CHF
FR0000073793,151305,CHF
FR0000077919,297326,CHF
FR0000120073,8914655,CHF
FR0000120172,2571829,CHF
FR0000120222,597163,CHF
FR0000120271,20535105,CHF
FR0000120321,9331679,CHF
FR0000120354,162053,CHF
FR0000120404,901360,CHF
FR0000120503,3647858,CHF
FR0000120560,115056,CHF
FR0000120578,24728283,CHF
FR0000120628,8249878,CHF
FR0000120644,6979076,CHF
FR0000120685,449154,CHF
FR0000120693,6289464,CHF
FR0000120859,191229,CHF
FR0000120966,370995,CHF
FR0000121014,12770158,CHF
FR0000121121,996105,CHF
FR0000121147,634058,CHF
FR0000121204,441419,CHF
FR0000121220,2536901,CHF
FR0000121261,3514140,CHF
FR0000121329,2475048,CHF
FR0000121485,4859141,CHF
FR0000121501,4042338,CHF
FR0000121667,5961414,CHF
FR0000121709,424262,CHF
FR0000121725,976710,CHF
FR0000121964,2351617,CHF
FR0000121972,5507587,CHF
FR0000124141,1619984,CHF
FR0000124570,408529,CHF
FR0000125007,9066578,CHF
FR0000125338,1861389,CHF
FR0000125346,1634682,CHF
FR0000125486,5761779,CHF
FR0000125585,841220,CHF
FR0000127771,2356139,CHF
FR0000130213,369281,CHF
FR0000130395,218408,CHF
FR0000130452,956597,CHF
FR0000130577,1490140,CHF
FR0000130650,2755500,CHF
FR0000130692,95023,CHF
FR0000130809,6182293,CHF
FR0000131104,11953025,CHF
FR0000131757,119485,CHF
FR0000131906,2612219,CHF
FR0000133308,7646137,CHF
FR0000184798,1262040,CHF
FR0000471930,2510871,CHF
FR0004007813,131111,CHF
FR0004024222,85906,CHF
FR0004035913,303449,CHF
FR0004125920,329827,CHF
FR0004163111,108818,CHF
FR0004170017,62315,CHF
FR0004180537,85650,CHF
FR0004188670,76509,CHF
FR0005691656,151892,CHF
FR0006174348,760234,CHF
FR0010040865,3222754,CHF
FR0010112524,531186,CHF
FR0010208488,6009602,CHF
FR0010220475,2368083,CHF
FR0010221234,365027,CHF
FR0010241638,93281,CHF
FR0010242511,1516395,CHF
FR0010259150,328370,CHF
FR0010307819,2080220,CHF
FR0010313833,990659,CHF
FR0010327452,2265113,CHF
FR0010331421,136395,CHF
FR0010340141,2443807,CHF
FR0010386334,413784,CHF
FR0010411983,1314723,CHF
FR0010417345,137839,CHF
FR0010425595,95172,CHF
FR0010451203,803296,CHF
FR0010533075,2682680,CHF
FR0010613471,653153,CHF
FR0010667147,414171,CHF
FR0010828137,108241,CHF
FR0010908533,1330306,CHF
FR0010918292,80870,CHF
FR0011075043,5908113,CHF
FR0011280056,2463044,CHF
FR0011476928,201045,CHF
FR0011538222,1251712,CHF
FR0011689579,3687977,CHF
FR0011726835,553623,CHF
FR0011950732,320812,CHF
FR0011981968,746897,CHF
FR0012199156,2880121,CHF
FR0012222297,3140530,CHF
FR0012435121,644956,CHF
FR0012452191,4050018,CHF
FR0012516417,5427063,CHF
FR0012648590,678185,CHF
FR0012757854,547019,CHF
FR0012789949,68770,CHF
FR0012819381,37787,CHF
FR0012821932,1092365,CHF
FR0012821940,2577002,CHF
FR0012881555,12707781,CHF
FR0012938884,36763,CHF
FR0012949923,826105,CHF
FR0013053329,6042843,CHF
FR0013153541,106257,CHF
FR0013154002,508288,CHF
FR0013170834,1171753,CHF
FR0013173028,3679661,CHF
FR0013176526,1301930,CHF
FR0013181864,397320,CHF
FR0013182078,3440483,CHF
FR0013204476,1208503,CHF
FR0013218153,1854074,CHF
FR0013227113,561190,CHF
FR0013230737,1317383,CHF
FR0013241536,2892315,CHF
FR0013245859,2026822,CHF
FR0013248465,2264004,CHF
FR0013248507,1700879,CHF
FR0013248721,2345327,CHF
FR0013250693,3711383,CHF
FR0013257615,5177282,CHF
FR0013258662,260677,CHF
FR0013269123,1162205,CHF
FR0013280286,957389,CHF
FR0013283371,3791121,CHF
FR0013291556,670083,CHF
FR0013292828,2688586,CHF
FR0013298676,2243602,CHF
FR0013310505,5392673,CHF
FR0013312154,916845,CHF
FR0013312493,1445771,CHF
FR0013323664,1143250,CHF
FR0013326246,2820075,CHF
FR0013327962,1463330,CHF
FR0013329315,2513279,CHF
FR0013330099,21004707,CHF
FR0013330529,1116961,CHF
FR0013330537,924865,CHF
FR0013346822,2897600,CHF
FR0013359197,2597434,CHF
FR0013365293,990297,CHF
FR0013367406,1441376,CHF
FR0013368602,2409913,CHF
FR0013369493,2270069,CHF
FR0013378445,4202585,CHF
FR0013378452,3595396,CHF
FR0013378460,1970197,CHF
FR0013379484,91937,CHF
FR0013394681,7608041,CHF
FR0013396447,2931251,CHF
FR0013396512,1245812,CHF
FR0013396520,1577961,CHF
FR0013397452,3353270,CHF
FR0013398229,1796508,CHF
FR0013403441,1349513,CHF
FR0013404571,4663982,CHF
FR0013405040,1054366,CHF
FR0013405347,1313527,CHF
FR0013407418,1150298,CHF
FR0013409844,2284467,CHF
FR0013410818,1403100,CHF
FR0013412699,1859705,CHF
FR0013413887,803620,CHF
FR0013414091,919140,CHF
FR0013422227,939601,CHF
FR0013425139,1286281,CHF
FR0013425147,1192872,CHF
FR0013425154,441751,CHF
FR0013425162,693774,CHF
FR0013428513,2024113,CHF
FR0013430733,1101861,CHF
FR0013444544,1396380,CHF
FR0013444676,6239077,CHF
FR0013444684,921534,CHF
FR0013444692,1678934,CHF
FR0013444759,2533480,CHF
FR0013445335,3370374,CHF
FR0013452620,2004848,CHF
FR0013455540,862822,CHF
FR0013455813,1180427,CHF
FR0013455821,2584295,CHF
FR0013456423,868910,CHF
FR0013456431,1960091,CHF
FR0013456449,1961757,CHF
FR0013457967,747508,CHF
FR0013463650,5424185,CHF
FR0013463668,1629490,CHF
FR0013463676,2842150,CHF
FR0013465358,544918,CHF
FR0013467479,290102,CHF
GB0000456144,396119,CHF
GB0000536739,1349122,CHF
GB0000811801,2122777,CHF
GB0000904986,1231474,CHF
GB0000961622,593661,CHF
GB0001048619,19936,CHF
GB0001367019,1655929,CHF
GB0001500809,227988,CHF
GB0001638955,219413,CHF
GB0001765816,175984,CHF
GB0001826634,750161,CHF
GB0001859296,573960,CHF
GB0002074580,669887,CHF
GB0002148343,247693,CHF
GB0002162385,1999801,CHF
GB0002318888,519417,CHF
GB0002374006,13461016,CHF
GB0002405495,475167,CHF
GB0002418548,227131,CHF
GB0002520509,215823,CHF
GB0002634946,3890159,CHF
GB0002652740,1277284,CHF
GB0002869419,646373,CHF
GB0002875804,26560071,CHF
GB0003096442,932364,CHF
GB0003308607,1052716,CHF
GB0003452173,590447,CHF
GB0003718474,513676,CHF
GB0003753778,408640,CHF
GB0004052071,1926147,CHF
GB0004065016,757419,CHF
GB0004082847,4371838,CHF
GB0004161021,789370,CHF
GB0004270301,357549,CHF
GB0004281639,99947,CHF
GB0004478896,186594,CHF
GB0004536594,229826,CHF
GB0004544929,6537183,CHF
GB0004657408,211983,CHF
GB0004726096,195485,CHF
GB0004866223,74372,CHF
GB0005405286,18673487,CHF
GB0005576813,1098697,CHF
GB0005603997,2330957,CHF
GB0005758098,2906216,CHF
GB0005790059,80574,CHF
GB0006027295,202241,CHF
GB0006043169,2176791,CHF
GB0006215205,790107,CHF
GB0006731235,1830124,CHF
GB0006776081,984274,CHF
GB0006825383,1421395,CHF
GB0006834344,97406,CHF
GB0006870611,198889,CHF
GB0006886666,341129,CHF
GB0006928617,771874,CHF
GB0007099541,4826266,CHF
GB0007188757,13501578,CHF
GB0007281198,46889,CHF
GB0007291015,199143,CHF
GB0007323586,441024,CHF
GB0007594764,41065,CHF
GB0007668071,777177,CHF
GB0007669376,816058,CHF
GB0007739609,1144454,CHF
GB0007908733,4149503,CHF
GB0007958233,152878,CHF
GB0007973794,749659,CHF
GB0007980591,15002909,CHF
GB0007990962,449169,CHF
GB0007995243,9739,CHF
GB0008025412,156956,CHF
GB0008085614,74149,CHF
GB0008220112,1408826,CHF
GB0008706128,9789104,CHF
GB0008754136,908439,CHF
GB0008782301,1641070,CHF
GB0008794710,386728,CHF
GB0008847096,7101812,CHF
GB0009123323,406295,CHF
GB0009223206,6025613,CHF
GB0009252882,15643292,CHF
GB0009292243,688470,CHF
GB0009465807,420997,CHF
GB0009619924,82068,CHF
GB0009633180,901772,CHF
GB0009697037,328954,CHF
GB0009887422,317717,CHF
GB0009895292,15202551,CHF
GB0030232317,532123,CHF
GB0030913577,4192548,CHF
GB0030927254,608067,CHF
GB0031215220,1137658,CHF
GB0031274896,1202642,CHF
GB0031348658,8967104,CHF
GB0031477770,98910,CHF
GB0031638363,1742166,CHF
GB0031698896,417283,CHF
GB0031743007,1786755,CHF
GB0032089863,1736738,CHF
GB0033195214,1422535,CHF
GB0033875286,128733,CHF
GB0033986497,773170,CHF
GB0059822006,820720,CHF
GB00B012BV22,506028,CHF
GB00B012TP20,158262,CHF
GB00B019KW72,2272252,CHF
GB00B01FLG62,395049,CHF
GB00B01HM147,81762,CHF
GB00B01QGK86,238254,CHF
GB00B02J6398,3374113,CHF
GB00B02L3W35,1826336,CHF
GB00B033F229,1892874,CHF
GB00B03MLX29,20975653,CHF
GB00B03MM408,15734758,CHF
GB00B04V1276,400237,CHF
GB00B06QFB75,674288,CHF
GB00B0744359,256147,CHF
GB00B0744B38,2301872,CHF
GB00B07KD360,944472,CHF
GB00B082RF11,1627387,CHF
GB00B0DG3H29,46406,CHF
GB00B0FYMT95,243594,CHF
GB00B0H2K534,277327,CHF
GB00B0HZPV38,377555,CHF
GB00B0LCW083,834219,CHF
GB00B0N8QD54,771840,CHF
GB00B0PPFY88,95699,CHF
GB00B0SWJX34,4296179,CHF
GB00B0WD0R35,99594,CHF
GB00B0WMWD03,765711,CHF
GB00B0YG1K06,335221,CHF
GB00B10RZP78,8850327,CHF
GB00B132NW22,788219,CHF
GB00B135BJ46,552888,CHF
GB00B14SKR37,94125,CHF
GB00B15FWH70,556542,CHF
GB00B1722W11,468107,CHF
GB00B17BBQ50,614204,CHF
GB00B17MMZ46,113996,CHF
GB00B18V8630,1314800,CHF
GB00B19NLV48,5754518,CHF
GB00B19Z1432,216657,CHF
GB00B19Z2J52,92924,CHF
GB00B1CKQ739,326692,CHF
GB00B1CRLC47,1056726,CHF
GB00B1FH8J72,2461051,CHF
GB00B1FP6H53,126403,CHF
GB00B1H0DZ51,715262,CHF
GB00B1JQDM80,115879,CHF
GB00B1KJJ408,1744054,CHF
GB00B1L8B624,505366,CHF
GB00B1N7Z094,617550,CHF
GB00B1QH8P22,283803,CHF
GB00B1VNSX38,433544,CHF
GB00B1VYCH82,10942,CHF
GB00B1VZ0M25,682547,CHF
GB00B1WY2338,970327,CHF
GB00B1XH2C03,82993,CHF
GB00B1XZS820,6080780,CHF
GB00B1YKG049,102825,CHF
GB00B1YW4409,1611058,CHF
GB00B1Z4ST84,317225,CHF
GB00B1ZBKY84,579428,CHF
GB00B23K0M20,843036,CHF
GB00B2425G68,124126,CHF
GB00B24CGK77,6807042,CHF
GB00B2863827,122926,CHF
GB00B2B0DG97,8255378,CHF
GB00B2NGPM57,467234,CHF
GB00B2PDGW16,686912,CHF
GB00B39J2M42,2543144,CHF
GB00B3DGH821,20483,CHF
GB00B3FLWH99,654466,CHF
GB00B3MBS747,780085,CHF
GB00B3Y2J508,185080,CHF
GB00B41H7391,177676,CHF
GB00B43G0577,142559,CHF
GB00B4T7HX10,133140,CHF
GB00B4WFW713,685815,CHF
GB00B4X1RC86,110879,CHF
