Peer.Group,Investor.Name,Portfolio.Name,ISIN,MarketValue,Currency
bank,B,z,US3140J74X08,29940.08954,BRL
bank,C,x,US95648VAL36,11616.55223,HUF
bank,D,y,US12641QDM15,79930.3267,HRK
bank,A,z,JP3630200008,68774.26111,CAD
bank,B,x,US31379WV464,4872.418656,KWD
bank,C,y,US549188TW01,3053.665946,MXN
bank,D,z,XS1434564552,87930.14285,TRY
bank,A,x,XS1013955379,72774.87803,RON
bank,B,y,US663903FA55,75223.81038,USD
bank,C,z,NO0010810997,18771.07154,MAD
bank,D,x,CNE100001D88,82163.88546,COP
bank,A,y,US30747NAT19,12142.20056,SAR
bank,B,z,CNE0000019V8,56971.41334,NOK
bank,C,x,US44237NGW65,12178.54563,SEK
bank,D,y,CA68214WAR93,58004.6701,KWD
bank,A,z,PLQRTCN00015,51461.52627,CZK
bank,B,x,US3132WGHT74,63110.11311,SEK
bank,C,y,USU87602AX37,40014.66098,DKK
bank,D,z,XS0510844037,84096.89859,RON
bank,A,x,US36290RRE52,18150.21302,RSD
bank,B,y,LU0614216454,65441.50861,TWD
bank,C,z,MYBVS1700422,13745.08116,THB
bank,D,x,US36210BUF02,80485.93214,NZD
bank,A,y,LU0219424644,89955.07478,PHP
bank,B,z,US605900BR96,94228.623,RON
bank,C,x,XS2023306140,35227.5451,MYR
bank,D,y,CH0117045093,79145.73643,IDR
bank,A,z,KYG3066L1014,12412.99548,BGN
bank,B,x,USU2214YAA83,15027.98477,ILS
bank,C,y,US38375KKT87,36781.45015,CLP
bank,D,z,JP3639100001,7470.544983,HKD
bank,A,x,BE0002589670,41176.99546,TWD
bank,B,y,GB0030441918,15223.38607,UYU
bank,C,z,XS1602313279,54814.4614,UYU
bank,D,x,XS1282763942,58071.13258,AED
bank,A,y,LBCL14014792,45541.38512,GHS
bank,B,z,US23720EBL39,59099.11546,PHP
bank,C,x,US3128M9MY52,82440.12578,CAD
bank,D,y,US52517PN985,69405.77524,RSD
bank,A,z,US3132X0PZ80,22493.06169,RSD
bank,B,x,OM0000003125,85201.95605,MXN
bank,C,y,US822582AY86,50602.67281,HUF
bank,D,z,XS1261166752,42269.1589,TRY
bank,A,x,US255391AB04,87865.69002,USD
bank,B,y,US06738EBK01,84679.02817,CLP
bank,C,z,US517845CT80,89871.91884,BHD
bank,D,x,US31307LRF75,18960.74599,NGN
bank,A,y,US36255NAX30,10785.4951,OMR
bank,B,z,NO0010852304,90328.49524,GBP
bank,C,x,US39303NAC56,30857.51211,ZAR
bank,D,y,CNE1000010L6,19645.15905,QAR
bank,A,z,XS1823355687,97836.0049,ILS
bank,B,x,US31295VYU87,71027.22407,GHS
bank,C,y,US842400GH06,10312.06814,BHD
bank,D,z,US912833XP03,6670.767359,SAR
bank,A,x,US29270CX830,21261.01605,TWD
bank,B,y,KR103502G396,61332.74923,TWD
bank,C,z,US3138LDBN27,58438.74918,HKD
bank,D,x,XS1622146758,76994.02677,PEN
bank,A,y,US3136AFNF75,70662.27629,JPY
bank,B,z,US658203W915,66299.4905,CZK
bank,C,x,US31415LVW44,67531.27116,RSD
bank,D,y,US3741631036,9764.372857,BGN
bank,A,z,US31335H4G56,42394.76702,DOP
bank,B,x,US31296JCY01,80325.92407,PHP
bank,C,y,IE00B82WY521,51684.56778,LKR
bank,D,z,XAC8000CAB90,86524.99955,BWP
bank,A,x,US3132XTHR21,74224.4884,SAR
bank,B,y,US12669EF504,11631.74325,VND
bank,C,z,FR0013085024,79409.17176,IDR
bank,D,x,JP339170AB92,89827.18525,GHS
bank,A,y,US4197913Z94,97940.70248,BDT
bank,B,z,US270618DV03,28388.96131,CAD
bank,C,x,VNBVDB152486,66774.69264,EGP
bank,D,y,IE00B591NP41,3582.605964,HKD
bank,A,z,TZ1996101337,76862.44791,HRK
bank,B,x,LU1437016204,57372.17387,TWD
bank,C,y,US686237CE60,7342.392091,JOD
bank,D,z,DK0009731655,4882.1215,AED
bank,A,x,CH0008410224,25308.30521,MAD
bank,B,y,US606092FF68,77830.82076,THB
bank,C,z,MX01GS000004,71629.02824,BRL
bank,D,x,FR0011563535,81526.5621,BGN
bank,A,y,US90352JAD54,88909.33362,HRK
bank,B,z,US35729PPY06,78221.4295,SGD
bank,C,x,US3132GVHA35,5352.329555,BRL
bank,D,y,BMG9358Q1877,76765.09468,NZD
bank,A,z,GB0000468776,69053.8749,RON
bank,B,x,CH0401668469,62568.0993,MYR
bank,C,y,PK0082901015,25143.13038,ILS
bank,D,z,FR0010653501,44227.63814,VND
bank,A,x,LU1073917202,30699.95928,INR
bank,B,y,US36291UJA43,22698.66343,INR
bank,C,z,US251510EP41,41146.98133,MUR
bank,D,x,AU000XCLWAX7,18659.88926,LKR
bank,A,y,USY2R27RAB56,78694.38956,THB
bank,B,z,RU0007964813,6791.071663,PHP
bank,C,x,XS1068081808,7753.243849,ZMW
bank,D,y,US55374SAE00,99813.7636,VND
bank,A,z,JP3990770004,10157.70458,NOK
bank,B,x,PK0070001018,12182.41569,AED
bank,C,y,FR0011443001,5611.932169,QAR
bank,D,z,US31391GZ745,99741.6203,RON
bank,A,x,IE00B54VKZ87,50133.5736,NGN
bank,B,y,IE00BM677X07,75035.79248,DKK
bank,C,z,CND100016VQ5,53414.01163,CZK
bank,D,x,US3733846S07,59926.65921,QAR
bank,A,y,US3138ETJ987,61439.46533,GBP
bank,B,z,US46646RAN35,64985.83724,CNY
bank,C,x,XS1225097374,30003.69693,PHP
bank,D,y,US31369MH531,7056.015594,ARS
bank,A,z,US36183SVB41,5335.726476,VND
bank,B,x,CA30024G1037,742.9038139,BWP
bank,C,y,AT0000A0CJA7,34095.58631,USD
bank,D,z,GB00B7SH5738,32999.03055,EUR
bank,A,x,US31412RMN43,50161.49971,BHD
bank,B,y,BRNEMOACNPA9,47746.11851,TWD
bank,C,z,DK0008926884,24217.31905,TRY
bank,D,x,LU0251120670,69666.32909,MUR
bank,A,y,US3617HP7D05,66973.92888,PEN
bank,B,z,XS2021481663,23721.59625,BHD
bank,C,x,CZ0008473287,95113.52096,CLP
bank,D,y,AU3FN0035523,31035.85799,KES
bank,A,z,US0682781002,69833.24679,BGN
bank,B,x,US65535AAA25,19417.17044,KES
bank,C,y,INE752E07HB0,73791.4548,HUF
bank,D,z,US736754LV23,49853.73182,PHP
bank,A,x,US83164FR486,92490.06517,KES
bank,B,y,US06828L3087,62401.66129,NOK
bank,C,z,US837151LE78,60485.66652,KRW
bank,D,x,JP2230002C44,44675.88714,KRW
bank,A,y,US36294SBR76,41156.01894,EGP
bank,B,z,US3136AUNM93,47398.82387,DKK
bank,C,x,US312929Z478,15666.96784,OMR
bank,D,y,LU0159551125,62529.99354,CZK
bank,A,z,GB0031549263,82377.18875,MXN
bank,B,x,US26243FAA66,72551.80832,RUB
bank,C,y,US31418BS809,60279.77237,VND
bank,D,z,US606092HY30,18557.72411,CNY
bank,A,x,US944514WD64,58563.30675,ZMW
bank,B,y,USU2017HAD80,41932.7632,JOD
bank,C,z,US17312GAB77,47786.60509,DOP
bank,D,x,US3132QWPU79,93014.42218,RUB
bank,A,y,LU0329630130,9372.676625,ZMW
bank,B,z,US12668WAU18,2091.986751,CHF
bank,C,x,XS1824248899,41505.91989,CHF
bank,D,y,FR0000980500,58970.09414,BHD
bank,A,z,US3136FKAA65,48042.53687,INR
bank,B,x,XS1562036704,25315.64504,ZAR
bank,C,y,XS0234103546,85205.91628,RON
bank,D,z,US36209PR411,93163.89216,GBP
bank,A,x,LU0106252389,20698.6192,VND
bank,B,y,US571676AA35,31043.21615,NOK
bank,C,z,XAF6628DAK00,37528.83358,ILS
bank,D,x,PTYEIPIM0007,50690.50517,AED
bank,A,y,US3132M4QZ13,28881.4085,JOD
bank,B,z,US78468R2004,79664.35044,BHD
bank,C,x,FI0009000285,81006.3103,KRW
bank,D,y,US36200N3F65,71917.79854,TRY
bank,A,z,XS0102733317,16611.70099,THB
bank,B,x,US650035L482,59642.875,RUB
bank,C,y,GB00BYZN9041,18346.79043,CLP
bank,D,z,US04014WAG06,99547.1498,CLP
bank,A,x,US31404WRF58,46327.45032,KES
bank,B,y,US143287BN95,21397.64621,NZD
bank,C,z,KR350202G526,80519.39617,PHP
bank,D,x,CA9369001099,59885.02651,CZK
bank,A,y,AT0000A1XA05,64853.05205,HUF
bank,B,z,US91412HDF73,17177.3896,GHS
bank,C,x,FR0010794792,67378.0981,HRK
bank,D,y,GB00B02J6398,88680.39595,GHS
bank,A,z,US003464KW37,44994.9122,HUF
bank,B,x,US816851AT63,24105.85514,COP
bank,C,y,LU0242506524,65995.75605,DOP
bank,D,z,US89300FAE60,62617.9968,VND
bank,A,x,LU0858292542,69418.74056,DKK
bank,B,y,US3140FRF677,73917.60359,PEN
bank,C,z,GB00B9J56009,30643.56667,CLP
bank,D,x,US91851C2017,70784.63672,THB
bank,A,y,US941468SX92,84170.94627,MXN
bank,B,z,US194740HG43,61459.25375,KWD
bank,C,x,TH0736010016,59810.40516,NOK
bank,D,y,US63940PAB13,36252.46371,PHP
bank,A,z,RW000A19D0U5,38388.85727,HRK
bank,B,x,LU1315136660,22245.98296,HUF
bank,C,y,USU07290AB20,58648.26555,MXN
bank,D,z,US3136AP6E76,98668.04174,RSD
bank,A,x,XS0223403360,42809.50525,AUD
bank,B,y,US892330AC56,42712.8137,KRW
bank,C,z,BMG7498P1196,79607.22269,SGD
bank,D,x,US052414MW66,32882.37661,GBP
bank,A,y,US160075UZ80,40057.64845,BRL
bank,B,z,US571903BE27,84032.5996,PKR
bank,C,x,US60956PMT65,77309.03466,MYR
bank,D,y,LU1160360373,45100.61684,ILS
bank,A,z,US64987BWY00,95411.72544,DKK
bank,B,x,US139078CK31,18247.01032,TRY
bank,C,y,US179390NC92,13605.61451,MXN
bank,D,z,LU0496817981,33974.46788,BRL
bank,A,x,KYG9143C1050,55249.54668,GHS
bank,B,y,XS1828044286,7819.241486,NGN
bank,C,z,US34540TPY28,19000.92356,CLP
bank,D,x,LU0877824176,85907.12804,RON
bank,A,y,BE0159412411,70695.12177,PLN
bank,B,z,LU0726357527,38647.52416,JPY
bank,C,x,US5926466Z13,10487.50706,USD
bank,D,y,SI0021400989,82207.98706,PLN
bank,A,z,JP203000AD37,59023.7703,ARS
bank,B,x,US141844AF70,60660.37657,RUB
bank,C,y,ES0165268030,94914.67161,ZAR
bank,D,z,US3138WSVY12,82384.98109,TWD
bank,A,x,IN0020150036,54719.01526,PEN
bank,B,y,IT0000388204,71902.8868,EGP
bank,C,z,US312931K641,22727.68229,PKR
bank,D,x,US31407BXK06,21075.20761,LKR
bank,A,y,MYQ0105OO005,67729.02682,MXN
bank,B,z,US60365U1060,39412.61169,BHD
bank,C,x,US544495X905,68330.03329,CAD
bank,D,y,XS2059885645,66203.35247,KES
bank,A,z,IE00BCZNWT08,3989.136347,MYR
bank,B,x,XS2004409780,42149.18485,BRL
bank,C,y,US697435AD78,86205.94892,DKK
bank,D,z,BRGNDIACNOR2,75292.99157,MAD
bank,A,x,US303867LB95,22914.89709,AED
bank,B,y,MYBPM1300228,51109.76423,NZD
bank,C,z,US573100DK73,59907.25927,MAD
bank,D,x,US231266LN59,82235.50423,PEN
bank,A,y,LU0507266574,78268.31524,ZAR
bank,B,z,KR7028050003,35061.23218,THB
bank,C,x,US36294NQZ41,9039.999643,PLN
bank,D,y,US54466HEU68,78483.50088,ZAR
bank,A,z,US90385V1070,47867.88628,NOK
bank,B,x,US3138A7QC50,63426.97247,ZMW
bank,C,y,CH0337645516,20242.90851,PEN
bank,D,z,FR0010821496,45727.17802,RSD
bank,A,x,US64971QRU93,240.0510652,PHP
bank,B,y,US011432AW15,33645.28374,EUR
bank,C,z,US841438JX35,16886.7401,BGN
bank,D,x,XS1525660004,39823.41547,EUR
bank,A,y,US842400FH15,71015.18812,KRW
bank,B,z,US7178238B71,88755.95902,ARS
bank,C,x,US81379GAA58,58055.08993,PKR
bank,D,y,US6863301015,53242.51641,NZD
bank,A,z,FR0000978736,74218.42795,RUB
bank,B,x,LU1378878604,91128.60803,CZK
bank,C,y,US31292H3K88,40864.15604,EUR
bank,D,z,KR354417G559,48442.58259,BGN
bank,A,x,XS1717576141,6856.517011,CHF
bank,B,y,NO0010622012,37696.49585,HRK
bank,C,z,US715638BX94,27281.52558,HRK
bank,D,x,FR0010380675,75573.45898,QAR
bank,A,y,US44036SAB07,76770.92591,SAR
bank,B,z,XS1015884080,808.2850959,INR
bank,C,x,US694308HV21,14789.32254,RON
bank,D,y,US3128MBN296,44518.24611,CLP
bank,A,z,US586494FX98,66837.34278,HRK
bank,B,x,XS1308339420,26058.44343,EGP
bank,C,y,DE000VF7XMS1,87991.23126,ZMW
bank,D,z,US4106851011,3960.436031,BHD
bank,A,x,US362161MR95,55072.56774,BDT
bank,B,y,US21684YAA29,79927.27137,PHP
bank,C,z,US590545VQ98,13712.78133,RSD
bank,D,x,BMG4511M1082,397.9216435,SAR
bank,A,y,US31398LVK15,18051.42749,ARS
bank,B,z,US882854F496,51773.9532,BGN
bank,C,x,US31412CEY21,40228.07912,TWD
bank,D,y,US3136AXC457,27928.77841,USD
bank,A,z,US708692AJ75,34226.56641,GHS
bank,B,x,US988233AM41,24201.09393,CLP
bank,C,y,LU0403286882,81485.75103,CHF
bank,D,z,BRGNANDBS042,5916.723076,MXN
bank,A,x,US661309JM77,39905.97701,SAR
bank,B,y,TH0225A10Z02,26627.97323,JOD
bank,C,z,US597495AZ30,88324.6067,MUR
bank,D,x,US68609BPW18,67737.73376,KWD
bank,A,y,CH0117618626,65699.41038,PKR
bank,B,z,LU0440694585,84456.10479,MYR
bank,C,x,US12544AAC99,98619.82018,CNY
bank,D,y,XS1108679645,66195.65231,NGN
bank,A,z,US3622033F67,78718.06142,RUB
bank,B,x,US3136AT5G51,26339.98472,MUR
bank,C,y,US37229T3014,67824.73718,RSD
bank,D,z,MA0000012163,4256.578151,CHF
bank,A,x,XS0999667263,86478.56555,ARS
bank,B,y,US278642AF09,99095.58649,DOP
bank,C,z,XS1642590480,14085.53937,AUD
bank,D,x,KR7108860008,57286.70997,RON
bank,A,y,VN000000HLS8,28451.92478,CAD
bank,B,z,US31287MY951,36403.03245,PHP
bank,C,x,US183596CA18,51170.38255,HRK
bank,D,y,US047870EZ94,58480.00954,MYR
bank,A,z,CNE1000022T4,45603.39686,BGN
bank,B,x,US3138L2V874,44179.58914,TRY
bank,C,y,US273893FF92,35525.19248,COP
bank,D,z,USC67111AF82,80975.94511,BDT
bank,A,x,USU6816PAA04,40496.8063,MXN
bank,B,y,CND10000HPL9,6171.734804,CHF
bank,C,z,US207752FA95,82797.41715,RON
bank,D,x,US59259YC800,98914.56462,PKR
bank,A,y,US031162BH25,62180.4918,ILS
bank,B,z,US874461JG29,79622.52653,MUR
bank,C,x,US13063BML35,66406.27525,EUR
bank,D,y,US037105KG71,44924.78796,RON
bank,A,z,US012158GV77,33642.74676,TRY
bank,B,x,US31294B6L42,38598.94111,TRY
bank,C,y,USG82016AF62,56257.12406,SGD
bank,D,z,XS1979262448,92787.71425,RON
bank,A,x,US26814UAE47,26971.55305,USD
bank,B,y,US6756261052,36025.38388,KWD
bank,C,z,ZAE000101945,95374.83388,CAD
bank,D,x,US31292L4E20,25976.36656,RUB
bank,A,y,US36179S2Q92,78308.84433,MXN
bank,B,z,LU0414216654,81794.79113,EGP
bank,C,x,US914886AB24,7156.663311,CHF
bank,D,y,US36203XS234,11108.64458,ARS
bank,A,z,US12669FX736,811.5978303,JOD
bank,B,x,US31393VPY10,86481.79092,GBP
bank,C,y,DE000HV5CU11,49067.57307,GBP
bank,D,z,US31359N7M79,58083.26206,MAD
bank,A,x,LBCU14001483,74716.18254,HRK
bank,B,y,TH0437010Z04,85202.46559,ILS
bank,C,z,US31411EPA90,24401.29897,BRL
bank,D,x,SE0011615814,98328.17568,BWP
bank,A,y,US071813BQ15,37925.25195,ARS
bank,B,z,US31292G7H32,29794.49641,BWP
bank,C,x,US144527AB49,11142.93414,GHS
bank,D,y,US25714RCQ56,73415.33189,ZMW
bank,A,z,XS0605559821,37049.80391,BHD
bank,B,x,US67102QAK40,82376.25931,VND
bank,C,y,INE263W01010,72348.54836,KWD
bank,D,z,XS1520308518,25354.47296,DOP
bank,A,x,US520121LG75,51843.7724,EUR
bank,B,y,BRAWIIBDR009,44648.08186,SAR
bank,C,z,US873519NR99,93715.38958,KWD
bank,D,x,XS1728647592,76501.46224,BWP
bank,A,y,LU0927678507,63320.9372,PLN
bank,B,z,US35880CBC73,55614.29316,JOD
bank,C,x,OM0000002580,15190.60733,EGP
bank,D,y,US31417CJL00,37252.92428,TRY
bank,A,z,LU0866838062,27255.80388,PHP
bank,B,x,US246381JR99,42926.2498,ARS
bank,C,y,ID1000141203,22526.29626,NGN
bank,D,z,US13063BWB43,93755.01701,PHP
bank,A,x,COT46PA00011,7574.745489,HRK
bank,B,y,DK0009245391,7012.533435,MYR
bank,C,z,US3140H1BF69,16960.78298,DOP
bank,D,x,US3132Y1GL68,19267.73273,AUD
bank,A,y,US91324PCN06,6434.140687,MUR
bank,B,z,US967244SK10,16974.28611,INR
bank,C,x,CNE000000933,91197.83805,CLP
bank,D,y,XS0231415588,1946.216128,NOK
bank,A,z,AU000000QSS3,24879.96855,PLN
bank,B,x,US6457915S97,71149.65615,ILS
bank,C,y,US26443V1017,96347.35837,HKD
bank,D,z,US34440TEC36,12279.52598,NZD
bank,A,x,US36212UZV69,39684.48729,CNY
bank,B,y,XS1770023056,15949.46938,DKK
bank,C,z,LBCU14001590,85151.59167,KES
bank,D,x,US64971W5E66,30243.25829,COP
bank,A,y,GB00BWWCYY97,45706.11617,RUB
bank,B,z,US55279HAM25,63079.03356,TWD
bank,C,x,US5463988B71,22062.66011,COP
bank,D,y,US399262PR92,37565.3591,OMR
bank,A,z,AT0000A139C4,72308.87416,EUR
bank,B,x,LU0555028462,16203.63972,TWD
bank,C,y,LU0952915204,39706.13713,TWD
bank,D,z,IT0001214201,65899.68863,LKR
bank,A,x,XS1333832043,21323.35661,EUR
bank,B,y,US009158AY27,13707.67263,ZMW
bank,C,z,US907818CF33,77772.06374,PHP
bank,D,x,US76221RUF80,68070.11773,PEN
bank,A,y,US02156B1035,82176.51207,OMR
bank,B,z,US3137BXR204,26041.63455,NOK
bank,C,x,CA29601R1029,75661.15853,HKD
bank,D,y,LU1775981431,39728.47299,UYU
bank,A,z,BE6272375641,23111.2169,GBP
bank,B,x,US12592RBK41,41999.37816,KES
bank,C,y,PLPOLND00019,14003.52478,PKR
bank,D,z,VNBVBS170564,51307.63495,QAR
bank,A,x,VNBVBS163700,47999.28063,BDT
bank,B,y,US71343PAC59,57513.97745,TRY
bank,C,z,US59022CAA18,41831.23417,KRW
bank,D,x,GB00BG5W6N72,23006.92173,NZD
bank,A,y,GB00BF0Q2S42,87563.47316,NGN
bank,B,z,PEP728001004,76108.30929,BWP
bank,C,x,INE847E08DJ8,89990.4913,ARS
bank,D,y,LU0272942433,98902.23843,PEN
bank,A,z,US392274V455,56498.26682,MUR
bank,B,x,BRVAMODBS017,62663.1617,JOD
bank,C,y,US880541WN32,17857.38083,IDR
bank,D,z,US723215JC47,38359.91435,NZD
bank,A,x,DK0016057474,53799.77744,HKD
bank,B,y,US65540AAB35,12269.27987,ZAR
bank,C,z,US3133TV3Y05,57442.05408,HUF
bank,D,x,US31406T2W03,92997.39201,DKK
bank,A,y,IE00BYZJRG42,43985.50946,LKR
bank,B,z,PLKRNRC00012,77435.1988,EGP
bank,C,x,US46642AAC80,44962.68624,NOK
bank,D,y,FI0008810270,23302.58506,SGD
bank,A,z,US636180BL49,99581.04527,INR
bank,B,x,US495008RK27,41429.13872,KES
bank,C,y,US00784D1037,73410.90319,EUR
bank,D,z,US4642866408,66659.91577,AUD
bank,A,x,US36179SEJ24,77368.26602,LKR
bank,B,y,US31374TG942,99085.09401,ARS
bank,C,z,US05971BAF67,33298.88752,MXN
bank,D,x,INE807K01035,23751.53903,QAR
bank,A,y,JP327980AHF7,12429.84482,JPY
bank,B,z,US249218AW86,39235.2432,DOP
bank,C,x,XS1852563086,6692.41906,DKK
bank,D,y,IE0031295938,48395.51159,MXN
bank,A,z,US36179TV519,53779.79278,PHP
bank,B,x,ES0138591039,50902.98041,GBP
bank,C,y,GB0030810575,14116.45857,DKK
bank,D,z,US13063BLU43,23595.17114,NOK
bank,A,x,US57645EAD22,74826.68769,THB
bank,B,y,FR0011978238,35845.86768,HUF
bank,C,z,US673588HC60,51629.86683,PKR
bank,D,x,US235550FB16,60282.57079,DKK
bank,A,y,US17307G5K09,84671.75481,JPY
bank,B,z,US3138EMTR21,70448.43309,ZMW
bank,C,x,US96328X1000,43783.91199,MXN
bank,D,y,XS1841779942,56361.40621,PEN
bank,A,z,DE000A0HF483,43036.30112,KRW
bank,B,x,JP548400CG69,99178.66761,BDT
bank,C,y,US58506YAK82,55736.68682,ZAR
bank,D,z,CNE100001JR8,47639.36427,NZD
bank,A,x,LU0995332854,96332.61651,AUD
bank,B,y,US3128M9DF64,5167.379285,ARS
bank,C,z,US3136AJJ493,53428.48267,KES
bank,D,x,US345397ZL06,29613.85276,IDR
bank,A,y,US849067S466,63356.33363,BDT
bank,B,z,US12641QEX60,53566.55554,MXN
bank,C,x,DK0009273096,5951.756034,LKR
bank,D,y,XS1716056798,74318.9252,RON
bank,A,z,JP3815200005,19149.76236,COP
bank,B,x,BMG4182K1009,36904.76849,GBP
bank,C,y,PLXPLUS00013,7946.548748,SAR
bank,D,z,JP1300561H93,43769.01884,NGN
bank,A,x,DE000CS8ATA8,33747.32644,CNY
bank,B,y,US681725KS56,61667.6194,BWP
bank,C,z,US313920SU57,87934.14075,ARS
bank,D,x,INE154G01022,72602.92626,CNY
bank,A,y,US12625UAJ25,79137.17131,MAD
bank,B,z,LU0488316729,70731.32443,THB
bank,C,x,LU0193172185,28991.76895,BWP
bank,D,y,IN1020160421,65706.0816,CNY
bank,A,z,IE00B3VNP587,7719.15034,DKK
bank,B,x,US777151BF77,15743.8572,BRL
bank,C,y,US36204JR324,72745.30572,RUB
bank,D,z,US646080PD76,5373.306112,GBP
bank,A,x,US73358WD846,64398.85645,VND
bank,B,y,CL0002304229,23564.81039,JOD
bank,C,z,SE0006087060,66136.24077,VND
bank,D,x,US5006EPAJ07,33067.58355,VND
bank,A,y,CA39119X1033,20819.44988,ARS
bank,B,z,US590743CU20,9544.992368,INR
bank,C,x,LU1388564616,42474.97534,SGD
bank,D,y,LU0117843481,48784.41631,KES
bank,A,z,GB00BLD2X227,10890.09199,HKD
bank,B,x,US31393QXS64,23745.27302,AUD
bank,C,y,GB00B735N017,68855.69966,NZD
bank,D,z,US31416LTU07,74070.0075,JPY
bank,A,x,US12189LAY74,10001.31773,PKR
bank,B,y,FR0011461599,18027.71119,CAD
bank,C,z,US881561FQ25,44072.59338,SGD
bank,D,x,US155498DN50,59171.87798,MYR
bank,A,y,SE0005934452,14057.86473,GBP
bank,B,z,US386545KS50,34979.22343,UYU
bank,C,x,US63165TDN28,68423.83015,BGN
bank,D,y,XS2086495400,45691.42989,RUB
bank,A,z,US3137A43U94,92638.59204,AUD
bank,B,x,US3137BCLN60,16902.6264,RUB
bank,C,y,US266705N995,66897.60476,MAD
bank,D,z,US12543RAS85,90948.90299,HKD
bank,A,x,US38379QJ555,59854.09464,BRL
bank,B,y,GB00B7V4BG27,39235.72362,HKD
bank,C,z,US438687CW36,16351.58349,PEN
bank,D,x,US31297GMK49,60761.28664,BGN
bank,A,y,US92209PBM14,24618.84905,CZK
bank,B,z,CA55376A5035,40538.43879,ARS
bank,C,x,XS1505657079,56855.48363,RON
bank,D,y,FR0010134437,33609.47305,SGD
bank,A,z,TW0003150009,8574.098497,CZK
bank,B,x,US882854C675,61534.88739,PLN
bank,C,y,ZAE000056339,70739.30571,TRY
bank,D,z,KYG0550W1069,55293.09994,HKD
bank,A,x,TH0705B10Z18,97937.9284,PHP
bank,B,y,INE439E01022,68.33137892,IDR
bank,C,z,HK0227001168,91078.25293,UYU
bank,D,x,US3136B56S92,91504.3412,BWP
bank,A,y,CA628153CG13,54915.87943,SAR
bank,B,z,US74526QZA39,54980.94224,PLN
bank,C,x,TREBSKY00016,4818.313979,SEK
bank,D,y,US36224SHM70,56731.34009,CZK
bank,A,z,CA14046ZAC38,80988.51145,KES
bank,B,x,LU0851060664,15210.42898,PKR
bank,C,y,US1980368J70,38795.50469,NGN
bank,D,z,GB00B83VFR76,90445.05731,RSD
bank,A,x,US46613QHX51,83707.13674,CNY
bank,B,y,CA68323ABP80,59810.74579,ZMW
bank,C,z,US38378KGW36,77080.019,MXN
bank,D,x,US12544RBY36,97803.31487,JPY
bank,A,y,XS0479869744,93776.12986,PHP
bank,B,z,US3620C4Z786,10245.68812,USD
bank,C,x,US45818WCM64,8352.868632,KES
bank,D,y,US3140H7ZB69,21080.60396,HRK
bank,A,z,US00206RGQ92,91639.0507,TWD
bank,B,x,US31292LHZ13,55996.43511,LKR
bank,C,y,US378334MZ69,36147.93823,PKR
bank,D,z,TH0623033501,48000.84358,PHP
bank,A,x,CA87971MBJ14,36013.0692,CZK
bank,B,y,US31396PK754,85484.68241,MUR
bank,C,z,US73316MAE75,74791.99171,ZAR
bank,D,x,US36202E4P18,68590.53146,THB
bank,A,y,US3138WCJW42,48556.2745,DOP
bank,B,z,US235219BD37,47341.10394,CHF
bank,C,x,US49126PEL04,79869.32379,HKD
bank,D,y,US45845C1071,69607.99839,CZK
bank,A,z,SE0012827822,56550.49673,COP
bank,B,x,XS2073873809,3518.488763,CLP
bank,C,y,FR0010446096,85188.65986,KWD
bank,D,z,US90269CAR16,62130.50358,THB
bank,A,x,US20774YMJ37,14413.41807,IDR
bank,B,y,US605699KU04,62386.75519,HKD
bank,C,z,US36254KAM45,20865.76529,JPY
bank,D,x,US40108P1012,53862.66387,RUB
bank,A,y,ID1000106701,9211.003338,COP
bank,B,z,ID1000058506,62355.78033,CAD
bank,C,x,US907818FL73,198.0835502,AED
bank,D,y,US12667LAD47,61072.16312,THB
bank,A,z,KYG9700F1037,44643.27289,UYU
bank,B,x,US455412AY24,77095.18507,GBP
bank,C,y,US31405JDJ07,10239.15711,CAD
bank,D,z,US17307GW795,62873.08814,MUR
bank,A,x,US574193EL85,14590.53521,MUR
bank,B,y,US4581X0CW69,99236.69452,RON
bank,C,z,NO0010727993,62919.47299,IDR
bank,D,x,US31398T3Y58,14363.50686,COP
bank,A,y,US3138LKKC04,11936.10551,EUR
bank,B,z,US76676VAB09,72891.57017,NOK
bank,C,x,INE733E07JF7,43825.15499,AED
bank,D,y,US33734X1761,53119.09396,ZAR
bank,A,z,CND100008D41,40459.2908,RON
bank,B,x,US3138EBRE70,12141.82156,KES
bank,C,y,IE00BF29R869,10125.41874,PEN
bank,D,z,US36179UQ707,66775.3291,MAD
bank,A,x,US654579AE17,83633.73746,LKR
bank,B,y,US3138W6GF70,21577.24586,PEN
bank,C,z,US837545GH93,40432.63515,AUD
bank,D,x,LU1055198771,71258.85757,SGD
bank,A,y,US54811BRG85,51681.2074,AED
bank,B,z,US485116VT14,57433.67018,PHP
bank,C,x,US3129456J26,99408.74104,GHS
bank,D,y,US681712J632,74628.35383,PLN
bank,A,z,US187270YU12,66704.50292,IDR
bank,B,x,US31371GFF28,42771.84546,CZK
bank,C,y,US174610AT28,42938.01719,HRK
bank,D,z,US977100DP89,96435.62431,ZMW
bank,A,x,JP3833740008,63857.82789,HUF
bank,B,y,JO3124911012,22018.06469,LKR
bank,C,z,LU0552385535,8160.281797,DOP
bank,D,x,IE00B713C335,10163.84431,SEK
bank,A,y,LU0181361394,84056.80087,IDR
bank,B,z,ES0382042036,69948.28288,INR
bank,C,x,US378406MP49,79526.29492,NGN
