Investor.Name,Portfolio.Name,ISIN,NumberofShares,MarketValue,Currency
Test,GV,GB00BLP57Y95,,6164.18,CHF
Test,GV,GB00BLT1Y088,,9121.22,CHF
Test,GV,GB00BLWDVR75,,7595.3,CHF
Test,GV,GB00BLWF0R63,,4225.89,CHF
Test,GV,GB00BLY2F708,,6123.8,CHF
Test,GV,GB00BM4NV504,,0.57,CHF
Test,GV,GB00BM7S7K96,,27587.63,CHF
Test,GV,GB00BMSKPJ95,,4849.44,CHF
Test,GV,GB00BNK03D49,,4967.51,CHF
Test,GV,GB00BNLPYF73,,4517.82,CHF
Test,GV,GB00BRB37M78,,3229.27,CHF
Test,GV,GB00BRJ9BJ26,,30627.62,CHF
Test,GV,GB00BRS65X63,,3431.34,CHF
Test,GV,GB00BV9FP302,,17359.14,CHF
Test,GV,GB00BVC3CB83,,25457.77,CHF
Test,GV,GB00BVFCZV34,,14329.9,CHF
Test,GV,GB00BVFNZH21,,38454.11,CHF
Test,GV,GB00BVGBWW93,,24692.24,CHF
Test,GV,GB00BYM1K758,,7853.75,CHF
Test,GV,GB00BYM8GJ06,,20808.38,CHF
Test,GV,GB00BYMT0J19,,36276.37,CHF
Test,GV,GB00BYN59130,,20058.5,CHF
Test,GV,GB00BYNVD082,,9132.64,CHF
Test,GV,GB00BYPHNG03,,26456.2,CHF
Test,GV,GB00BYQ0HV16,,11467.34,CHF
Test,GV,GB00BYQ0JC66,,39793.89,CHF
Test,GV,GB00BYQ46T41,,10605.7,CHF
Test,GV,GB00BYQB9V88,,8086.78,CHF
Test,GV,GB00BYRJ5J14,,23607.98,CHF
Test,GV,GB00BYRJH519,,8441.35,CHF
Test,GV,GB00BYT18414,,18594.45,CHF
Test,GV,GB00BYT1DJ19,,62687.22,CHF
Test,GV,GB00BYT5JK65,,21555.31,CHF
Test,GV,GB00BYV2MV74,,4690.86,CHF
Test,GV,GB00BYWVDP49,,9813.49,CHF
Test,GV,GB00BYWWHR75,,9767.22,CHF
Test,GV,GB00BYX7JT74,,9023.9,CHF
Test,GV,GB00BYXJC278,,17300.37,CHF
Test,GV,GB00BYYTFB60,,50212.87,CHF
Test,GV,GB00BYYW3C20,,8191.09,CHF
Test,GV,GB00BYZC3B04,,4133.24,CHF
Test,GV,GB00BYZDVK82,,19527.11,CHF
Test,GV,GB00BYZFZ918,,33273.18,CHF
Test,GV,GB00BYZN9041,,16976.15,CHF
Test,GV,GB00BZ02Q916,,4524.8,CHF
Test,GV,GB00BZ0D6727,,7977.07,CHF
Test,GV,GB00BZ14BX56,,6160.47,CHF
Test,GV,GB00BZ3CNK81,,3346.73,CHF
Test,GV,GB00BZ6STL67,,3973.04,CHF
Test,GV,GB00BZC0LC10,,6999,CHF
Test,GV,GG00B1W3VF54,,9112.17,CHF
Test,GV,GG00B4L84979,,19968.31,CHF
Test,GV,GG00BYV2ZQ34,,5903.24,CHF
Test,GV,GI000A0F6407,,8162.53,CHF
Test,GV,HK0000065869,,4916.56,CHF
Test,GV,HK0000139300,,7672.34,CHF
Test,GV,HK0000150521,,5573.25,CHF
Test,GV,HK0000356821,,4849.06,CHF
Test,GV,HK0000376142,,5104.21,CHF
Test,GV,HK0010000088,,21426.07,CHF
Test,GV,HK0014000126,,24147.8,CHF
Test,GV,HK0045000319,,6987.18,CHF
Test,GV,HK0086000525,,2425.66,CHF
Test,GV,HK0200030994,,21649.71,CHF
Test,GV,HK0242001243,,8494.85,CHF
Test,GV,HK0435036626,,9516.84,CHF
Test,GV,HK0440001847,,8448.29,CHF
Test,GV,HK0716002271,,1573.76,CHF
Test,GV,HK0808032913,,5297.87,CHF
Test,GV,HK1883037637,,5162.68,CHF
Test,GV,HK2356013600,,8297.35,CHF
Test,GV,HK2778034606,,12493.71,CHF
Test,GV,IE0000669501,,24705.96,CHF
Test,GV,IE0003864109,,15221.95,CHF
Test,GV,IE0033024807,,26094.82,CHF
Test,GV,IE00B00MZ448,,27112.14,CHF
Test,GV,IE00B010DT83,,18493.76,CHF
Test,GV,IE00B1WV4493,,5633.47,CHF
Test,GV,IE00B56GVS15,,31419.77,CHF
Test,GV,IE00B91XRN20,,5595.17,CHF
Test,GV,IE00BD6JX574,,7588.09,CHF
Test,GV,IE00BD845X29,,18775.18,CHF
Test,GV,IE00BDVJJQ56,,39920.16,CHF
Test,GV,IE00BGHQ1986,,11361.06,CHF
Test,GV,IE00BJ34P519,,8260.5,CHF
Test,GV,IE00BJ3V9050,,9678.18,CHF
Test,GV,IE00BJMZDW83,,10862.72,CHF
Test,GV,IE00BKYC3F77,,25490.3,CHF
Test,GV,IE00BQPVQZ61,,68323.99,CHF
Test,GV,IE00BWY4ZF18,,10353.79,CHF
Test,GV,IL0001260111,,8429.7,CHF
Test,GV,IL0002240146,,5473.99,CHF
Test,GV,IL0002260193,,15899.19,CHF
Test,GV,IL0002300114,,16562.57,CHF
Test,GV,IL0002560162,,6099.28,CHF
Test,GV,IL0003230146,,10586.71,CHF
Test,GV,IL0003900136,,16890.52,CHF
Test,GV,IL0004450156,,6642.54,CHF
Test,GV,IL0005660183,,2932.64,CHF
Test,GV,IL0005760173,,7162.92,CHF
Test,GV,IL0005850180,,8130.83,CHF
Test,GV,IL0005930388,,13166.32,CHF
Test,GV,IL0006270347,,2134.66,CHF
Test,GV,IL0006430156,,1507.36,CHF
Test,GV,IL0006940345,,3418.68,CHF
Test,GV,IL0006990175,,2057.12,CHF
Test,GV,IL0007200111,,7400.84,CHF
Test,GV,IL0007390375,,8031.86,CHF
Test,GV,IL0007460160,,14413.08,CHF
Test,GV,IL0007550176,,5610.76,CHF
Test,GV,IL0007590198,,5988.55,CHF
Test,GV,IL0007630119,,5875.24,CHF
Test,GV,IL0007670123,,8071.23,CHF
Test,GV,IL0007770378,,11669.38,CHF
Test,GV,IL0008290103,,1865.05,CHF
Test,GV,IL0010811656,,3113.36,CHF
Test,GV,IL0010816861,,4162.54,CHF
Test,GV,IL0010818685,,4388.12,CHF
Test,GV,IL0010819428,,10285.54,CHF
Test,GV,IL0010823792,,23692.64,CHF
Test,GV,IL0010825102,,1666.83,CHF
Test,GV,IL0010834765,,10802.7,CHF
Test,GV,IL0010834849,,4210.3,CHF
Test,GV,IL0010841281,,8285,CHF
Test,GV,IL0010845571,,9719.22,CHF
Test,GV,IL0010846983,,6260.62,CHF
Test,GV,IL0010910656,,2619.16,CHF
Test,GV,IL0010913544,,5844.14,CHF
Test,GV,IL0010958358,,12559.22,CHF
Test,GV,IL0010972607,,3614.2,CHF
Test,GV,IL0010972789,,10405.3,CHF
Test,GV,IL0010985658,,3029.26,CHF
Test,GV,IL0010989205,,10405.23,CHF
Test,GV,IL0011000077,,18156.49,CHF
Test,GV,IL0011015349,,1829.37,CHF
Test,GV,IL0011017329,,52439.2,CHF
Test,GV,IL0011042491,,4245.17,CHF
Test,GV,IL0011216723,,17013.93,CHF
Test,GV,IL0011233553,,5226.17,CHF
Test,GV,IL0011259137,,2921.95,CHF
Test,GV,IL0011284465,,11880.82,CHF
Test,GV,IL0011295016,,2411.78,CHF
Test,GV,IL0011323156,,3784.41,CHF
Test,GV,IL0011338758,,7570.79,CHF
Test,GV,IL0011407140,,6562.78,CHF
Test,GV,IL0011434292,,5980.9,CHF
Test,GV,IL0011574030,,5129.23,CHF
Test,GV,IL0025902482,,11882.76,CHF
Test,GV,IM00B7S9G985,,16312.03,CHF
Test,GV,IM00BH3JLY32,,4669.08,CHF
Test,GV,IT0000066123,,21479.09,CHF
Test,GV,IT0000076486,,4608.88,CHF
Test,GV,IT0000076502,,2530.51,CHF
Test,GV,IT0000080447,,3794.2,CHF
Test,GV,IT0000084027,,10991.47,CHF
Test,GV,IT0000336518,,7628.1,CHF
Test,GV,IT0000433307,,9516.99,CHF
Test,GV,IT0000784154,,13298.66,CHF
Test,GV,IT0000784196,,10342.66,CHF
Test,GV,IT0001029492,,1503.53,CHF
Test,GV,IT0001031084,,19641.34,CHF
Test,GV,IT0001044996,,5715.92,CHF
Test,GV,IT0001049623,,16083.2,CHF
Test,GV,IT0001055521,,1136.07,CHF
Test,GV,IT0001063210,,11062.44,CHF
Test,GV,IT0001078911,,25014.19,CHF
Test,GV,IT0001137345,,13796.18,CHF
Test,GV,IT0001157020,,13498.17,CHF
Test,GV,IT0001207098,,11516.94,CHF
Test,GV,IT0001233417,,30516.16,CHF
Test,GV,IT0001250932,,37544.72,CHF
Test,GV,IT0001347308,,17407.41,CHF
Test,GV,IT0001369427,,6489.26,CHF
Test,GV,IT0001415246,,5439.22,CHF
Test,GV,IT0001431805,,1296.65,CHF
Test,GV,IT0001469383,,2990.98,CHF
Test,GV,IT0003007728,,5351.91,CHF
Test,GV,IT0003027817,,18852.61,CHF
Test,GV,IT0003073266,,5180.69,CHF
Test,GV,IT0003097257,,2226.91,CHF
Test,GV,IT0003115950,,14807.03,CHF
Test,GV,IT0003121677,,5060.9,CHF
Test,GV,IT0003153621,,8278.39,CHF
Test,GV,IT0003188064,,3558.66,CHF
Test,GV,IT0003198790,,6257.13,CHF
Test,GV,IT0003201198,,9873.89,CHF
Test,GV,IT0003261697,,26610.97,CHF
Test,GV,IT0003428445,,7982.17,CHF
Test,GV,IT0003487029,,33027.29,CHF
Test,GV,IT0003492391,,34060.71,CHF
Test,GV,IT0003697080,,877.83,CHF
Test,GV,IT0003865570,,4028.8,CHF
Test,GV,IT0004053440,,3883.65,CHF
Test,GV,IT0004056880,,37427.76,CHF
Test,GV,IT0004093263,,3673.31,CHF
Test,GV,IT0004171440,,3144.55,CHF
Test,GV,IT0004195308,,5874.12,CHF
Test,GV,IT0004329733,,2056.13,CHF
Test,GV,IT0004712375,,14664.7,CHF
Test,GV,IT0004729759,,4154.95,CHF
Test,GV,IT0004764699,,12579.58,CHF
Test,GV,IT0004776628,,15056.37,CHF
Test,GV,IT0004810054,,25859.3,CHF
Test,GV,IT0004931058,,4537.01,CHF
Test,GV,IT0004967292,,3373.59,CHF
Test,GV,IT0004978570,,0.04,CHF
Test,GV,IT0004998065,,16401.42,CHF
Test,GV,IT0005010423,,19749.99,CHF
Test,GV,IT0005037210,,2748.25,CHF
Test,GV,IT0005043507,,4227.73,CHF
Test,GV,IT0005054967,,6600.88,CHF
Test,GV,IT0005056236,,772.31,CHF
Test,GV,IT0005090300,,24421.77,CHF
Test,GV,IT0005108763,,386.77,CHF
Test,GV,IT0005162406,,13588.64,CHF
Test,GV,IT0005176406,,16687.93,CHF
Test,GV,IT0005188336,,4100.68,CHF
Test,GV,IT0005211237,,30837.4,CHF
Test,GV,IT0005218380,,35822.65,CHF
Test,GV,IT0005218752,,4549.29,CHF
Test,GV,IT0005241192,,1033.04,CHF
Test,GV,IT0005244402,,7526.89,CHF
Test,GV,IT0005252140,,31048.84,CHF
Test,GV,IT0005252728,,19271.63,CHF
Test,GV,IT0005253205,,3643.52,CHF
Test,GV,IT0005282725,,2414.12,CHF
Test,GV,IT0005282865,,16578.74,CHF
Test,GV,IT0005319444,,5269.86,CHF
Test,GV,IT0005322612,,4104.43,CHF
Test,GV,IT0005331019,,4679.5,CHF
Test,GV,IT0005359192,,5990.1,CHF
Test,GV,JE00B5TT1872,,20599.76,CHF
Test,GV,JE00BD85SC56,,10365.62,CHF
Test,GV,JE00BG6L7297,,30075.64,CHF
Test,GV,JE00BJ1DLW90,,32237.85,CHF
Test,GV,JE00BLG2ZQ72,,6751.97,CHF
Test,GV,JE00BVRZ8S85,,13338.95,CHF
Test,GV,JE00BYPZJM29,,42912.21,CHF
Test,GV,JE00BYSS4X48,,66987.75,CHF
Test,GV,JE00BYVQYS01,,38953.54,CHF
Test,GV,JP3041770003,,18162.16,CHF
Test,GV,JP3044510000,,15990.75,CHF
Test,GV,JP3044520009,,11903.1,CHF
Test,GV,JP3046170001,,15878.31,CHF
Test,GV,JP3046190009,,35253.69,CHF
Test,GV,JP3046200006,,18205.61,CHF
Test,GV,JP3046220004,,10356.57,CHF
Test,GV,JP3046230003,,21423.4,CHF
Test,GV,JP3046240002,,8866.49,CHF
Test,GV,JP3046270009,,32540.67,CHF
Test,GV,JP3046300004,,11641.01,CHF
Test,GV,JP3046310003,,24216.07,CHF
Test,GV,JP3046320002,,10427.16,CHF
Test,GV,JP3046340000,,3961.22,CHF
Test,GV,JP3046400002,,33689.94,CHF
Test,GV,JP3046410001,,14837.67,CHF
Test,GV,JP3046420000,,17281.63,CHF
Test,GV,JP3046440008,,27358.26,CHF
Test,GV,JP3046450007,,16594.63,CHF
Test,GV,JP3046470005,,27467.93,CHF
Test,GV,JP3046500009,,24404.17,CHF
Test,GV,JP3047160001,,40796.01,CHF
Test,GV,JP3047480003,,15746.64,CHF
Test,GV,JP3047490002,,34636.17,CHF
Test,GV,JP3047510007,,42992.22,CHF
Test,GV,JP3047540004,,18653.04,CHF
Test,GV,JP3047610005,,11186.58,CHF
Test,GV,JP3047640002,,6387.23,CHF
Test,GV,JP3047650001,,18727.21,CHF
Test,GV,JP3047660000,,19178.35,CHF
Test,GV,JP3047750009,,19731.92,CHF
Test,GV,JP3047760008,,18677.53,CHF
Test,GV,JP3047820000,,34276.82,CHF
Test,GV,JP3047900000,,11800.88,CHF
Test,GV,JP3047960004,,2502.98,CHF
Test,GV,JP3048180008,,18395.5,CHF
Test,GV,JP3048200004,,3189.84,CHF
Test,GV,JP3048300002,,15191.45,CHF
Test,GV,JP3048370005,,9688.25,CHF
Test,GV,JP3048380004,,4642.41,CHF
Test,GV,JP3048480002,,8854.77,CHF
Test,GV,JP3048750008,,4996.72,CHF
Test,GV,JP3100090004,,3009.47,CHF
Test,GV,JP3100100001,,1929.32,CHF
Test,GV,JP3100190002,,8574.38,CHF
Test,GV,JP3100350002,,2009.78,CHF
Test,GV,JP3100550007,,2441.13,CHF
Test,GV,JP3100640006,,3566.71,CHF
Test,GV,JP3100800006,,17864.3,CHF
Test,GV,JP3101400004,,2474.01,CHF
Test,GV,JP3101600009,,1906.93,CHF
Test,GV,JP3102320003,,3299.62,CHF
Test,GV,JP3102400003,,5467.77,CHF
Test,GV,JP3103000000,,3279.67,CHF
Test,GV,JP3103600007,,4555.51,CHF
Test,GV,JP3104870005,,1931.63,CHF
Test,GV,JP3104890003,,44176.35,CHF
Test,GV,JP3105000008,,1866.42,CHF
Test,GV,JP3105040004,,6300.78,CHF
Test,GV,JP3105090009,,7492.35,CHF
Test,GV,JP3105250009,,17435.82,CHF
Test,GV,JP3105270007,,11367.26,CHF
Test,GV,JP3105400000,,4529.91,CHF
Test,GV,JP3106000007,,3583.85,CHF
Test,GV,JP3106200003,,4516.61,CHF
Test,GV,JP3107000006,,3069.78,CHF
Test,GV,JP3107600003,,2438.74,CHF
Test,GV,JP3108000005,,3955.25,CHF
Test,GV,JP3114400009,,4097.2,CHF
Test,GV,JP3114800000,,12049.89,CHF
Test,GV,JP3116700000,,8735.64,CHF
Test,GV,JP3118000003,,26872.97,CHF
Test,GV,JP3119920001,,6118.56,CHF
Test,GV,JP3119950008,,3837.41,CHF
Test,GV,JP3120010008,,10498.84,CHF
Test,GV,JP3121900009,,8805.97,CHF
Test,GV,JP3121950004,,2055.26,CHF
Test,GV,JP3122440005,,5227.43,CHF
Test,GV,JP3122450004,,3008.85,CHF
Test,GV,JP3124400007,,17033.67,CHF
Test,GV,JP3124500004,,6002.07,CHF
Test,GV,JP3125100002,,6115.51,CHF
Test,GV,JP3125800007,,14743.99,CHF
Test,GV,JP3126110000,,4743.72,CHF
Test,GV,JP3126130008,,7400.07,CHF
Test,GV,JP3126190002,,17361.67,CHF
Test,GV,JP3126240005,,3447.94,CHF
Test,GV,JP3126290000,,7942.87,CHF
Test,GV,JP3126350002,,2044.75,CHF
Test,GV,JP3126470008,,4973.21,CHF
Test,GV,JP3126800006,,5909.78,CHF
Test,GV,JP3127700007,,5968.59,CHF
Test,GV,JP3128800004,,27985.52,CHF
Test,GV,JP3130200003,,2597.57,CHF
Test,GV,JP3130300001,,1848.37,CHF
Test,GV,JP3130400009,,2236.6,CHF
Test,GV,JP3130770005,,3690.65,CHF
Test,GV,JP3130830007,,5296.38,CHF
Test,GV,JP3131200002,,2926.14,CHF
Test,GV,JP3131300000,,12015.48,CHF
Test,GV,JP3131350005,,6164.74,CHF
Test,GV,JP3131420006,,1227.07,CHF
Test,GV,JP3132600002,,4034.46,CHF
Test,GV,JP3136800004,,2632.46,CHF
Test,GV,JP3138400001,,12134.63,CHF
Test,GV,JP3138800002,,5890.59,CHF
Test,GV,JP3139600005,,1987.54,CHF
Test,GV,JP3141600001,,1885.21,CHF
Test,GV,JP3142150006,,6895.44,CHF
Test,GV,JP3142300007,,2534.31,CHF
Test,GV,JP3142350002,,2071.08,CHF
Test,GV,JP3143000002,,28535.73,CHF
Test,GV,JP3143700007,,2744.43,CHF
Test,GV,JP3144000001,,10103.38,CHF
Test,GV,JP3144500000,,9914.59,CHF
Test,GV,JP3146000009,,9173.99,CHF
Test,GV,JP3146200005,,13615.46,CHF
Test,GV,JP3148800000,,26195.67,CHF
Test,GV,JP3149600003,,15408.71,CHF
Test,GV,JP3149800009,,10182.83,CHF
Test,GV,JP3151600008,,11457.5,CHF
Test,GV,JP3152400002,,3227.41,CHF
Test,GV,JP3152670000,,4328.3,CHF
Test,GV,JP3152750000,,13212.86,CHF
Test,GV,JP3152820001,,6490.61,CHF
Test,GV,JP3153450006,,6011.51,CHF
Test,GV,JP3153480003,,18223.7,CHF
Test,GV,JP3154080000,,4114.71,CHF
Test,GV,JP3156400008,,13081.7,CHF
Test,GV,JP3158800007,,20178.74,CHF
Test,GV,JP3160700005,,5504.23,CHF
Test,GV,JP3160740001,,9760.84,CHF
Test,GV,JP3160890004,,1536.46,CHF
Test,GV,JP3160950006,,6373.59,CHF
Test,GV,JP3161160001,,5782.8,CHF
Test,GV,JP3161200005,,19938.14,CHF
Test,GV,JP3162350007,,18485.37,CHF
Test,GV,JP3163500006,,2655.92,CHF
Test,GV,JP3163900008,,4227.19,CHF
Test,GV,JP3164470001,,8189.88,CHF
Test,GV,JP3164590006,,1619.02,CHF
Test,GV,JP3164800009,,13088.89,CHF
Test,GV,JP3165600002,,12144.03,CHF
Test,GV,JP3166000004,,28850.64,CHF
Test,GV,JP3166200000,,6313.35,CHF
Test,GV,JP3166400006,,4248.25,CHF
Test,GV,JP3166900005,,5307.79,CHF
Test,GV,JP3166990006,,6085.52,CHF
Test,GV,JP3167000003,,13556.62,CHF
Test,GV,JP3167320005,,5777.49,CHF
Test,GV,JP3167420003,,4790.6,CHF
Test,GV,JP3167500002,,8246.24,CHF
Test,GV,JP3167680002,,1577.04,CHF
Test,GV,JP3168200008,,8437.93,CHF
Test,GV,JP3168700007,,14334.11,CHF
Test,GV,JP3169800004,,2257.47,CHF
Test,GV,JP3170800001,,16071.38,CHF
Test,GV,JP3172100004,,15091.89,CHF
Test,GV,JP3172150009,,3482.65,CHF
Test,GV,JP3172500005,,10227.88,CHF
Test,GV,JP3173500004,,9567.21,CHF
Test,GV,JP3173540000,,18170,CHF
Test,GV,JP3173560008,,3284.92,CHF
Test,GV,JP3174190003,,2293.36,CHF
Test,GV,JP3174200000,,2571.43,CHF
Test,GV,JP3174300008,,8400.52,CHF
Test,GV,JP3174600001,,1979.1,CHF
Test,GV,JP3175200009,,4283.76,CHF
Test,GV,JP3176000002,,5344.31,CHF
Test,GV,JP3184600009,,1510.61,CHF
Test,GV,JP3187600006,,3258.68,CHF
Test,GV,JP3190800007,,4138.27,CHF
Test,GV,JP3192000002,,4042.03,CHF
Test,GV,JP3192400004,,5845.69,CHF
Test,GV,JP3192800005,,2978.99,CHF
Test,GV,JP3194000000,,10910.6,CHF
Test,GV,JP3194600007,,6754.89,CHF
Test,GV,JP3194700005,,7816.53,CHF
Test,GV,JP3194800003,,7792.16,CHF
Test,GV,JP3197630001,,564.52,CHF
Test,GV,JP3197650009,,3102.31,CHF
Test,GV,JP3197690005,,2276.53,CHF
Test,GV,JP3197700002,,4168.6,CHF
Test,GV,JP3197730009,,3105.63,CHF
Test,GV,JP3197760006,,4957.29,CHF
Test,GV,JP3199000005,,6216.69,CHF
Test,GV,JP3201600008,,3531.55,CHF
Test,GV,JP3201900002,,2274.78,CHF
Test,GV,JP3203500008,,4106.08,CHF
Test,GV,JP3206200002,,3352.65,CHF
Test,GV,JP3207000005,,16324.92,CHF
Test,GV,JP3208200000,,19455.62,CHF
Test,GV,JP3208600001,,1315.34,CHF
Test,GV,JP3211400001,,2530.86,CHF
Test,GV,JP3212400000,,4972.09,CHF
Test,GV,JP3213300001,,9471.7,CHF
Test,GV,JP3214350005,,9933.02,CHF
Test,GV,JP3215200001,,7906.85,CHF
Test,GV,JP3215800008,,15146.33,CHF
Test,GV,JP3217100001,,9769.62,CHF
Test,GV,JP3217200009,,3199.15,CHF
Test,GV,JP3218900003,,24764.57,CHF
Test,GV,JP3218950008,,3980.53,CHF
Test,GV,JP3219400003,,2281.67,CHF
Test,GV,JP3219800004,,6782.08,CHF
Test,GV,JP3220200004,,6286.22,CHF
Test,GV,JP3223800008,,14641.92,CHF
Test,GV,JP3226450009,,4412.82,CHF
Test,GV,JP3229500008,,4555.82,CHF
Test,GV,JP3230600003,,9688.11,CHF
Test,GV,JP3232600001,,2868.62,CHF
Test,GV,JP3234200008,,3810.37,CHF
Test,GV,JP3235700006,,4595.79,CHF
Test,GV,JP3235900002,,9644.75,CHF
Test,GV,JP3236300004,,4699.22,CHF
Test,GV,JP3236750000,,4212.15,CHF
Test,GV,JP3237000009,,6331.5,CHF
Test,GV,JP3240100002,,4743.51,CHF
Test,GV,JP3240600001,,6112.26,CHF
Test,GV,JP3240700009,,3671.1,CHF
Test,GV,JP3243200007,,4754.02,CHF
Test,GV,JP3243600008,,10777.5,CHF
Test,GV,JP3244800003,,24179.75,CHF
Test,GV,JP3246500007,,15455.3,CHF
Test,GV,JP3247050002,,12119.44,CHF
Test,GV,JP3247090008,,4690.83,CHF
Test,GV,JP3247400009,,4265.26,CHF
Test,GV,JP3248000006,,8414.65,CHF
Test,GV,JP3250800004,,2298.57,CHF
Test,GV,JP3253900009,,13989.64,CHF
Test,GV,JP3254200003,,26373.72,CHF
Test,GV,JP3256900006,,5609.66,CHF
Test,GV,JP3256970009,,1481.57,CHF
Test,GV,JP3262900008,,6074.06,CHF
Test,GV,JP3263000006,,23010.09,CHF
Test,GV,JP3264200001,,7073.77,CHF
Test,GV,JP3266160005,,4281.94,CHF
Test,GV,JP3266170004,,3347.39,CHF
Test,GV,JP3266190002,,10408.9,CHF
Test,GV,JP3266800006,,11244.01,CHF
Test,GV,JP3267600009,,7789.57,CHF
Test,GV,JP3268200007,,3845.75,CHF
Test,GV,JP3268800004,,3007.23,CHF
Test,GV,JP3268870007,,3170.17,CHF
Test,GV,JP3269930008,,7452.69,CHF
Test,GV,JP3269940007,,7433.79,CHF
Test,GV,JP3271600003,,8977.39,CHF
Test,GV,JP3272400007,,2919.7,CHF
Test,GV,JP3273820005,,1593.03,CHF
Test,GV,JP3274070006,,5325.27,CHF
Test,GV,JP3274150006,,22153.81,CHF
Test,GV,JP3274180003,,1891.28,CHF
Test,GV,JP3274400005,,16349.01,CHF
Test,GV,JP3275200008,,5645.24,CHF
Test,GV,JP3276400003,,10127.64,CHF
Test,GV,JP3277040006,,7813.32,CHF
Test,GV,JP3277150003,,24405.72,CHF
Test,GV,JP3277230003,,9583.37,CHF
Test,GV,JP3279000008,,3609.43,CHF
Test,GV,JP3281600001,,4703.91,CHF
Test,GV,JP3281630008,,11664.59,CHF
Test,GV,JP3281850002,,3447.94,CHF
Test,GV,JP3282400005,,4620.48,CHF
Test,GV,JP3282750003,,3015.9,CHF
Test,GV,JP3283400004,,2917.14,CHF
Test,GV,JP3283460008,,11597.58,CHF
Test,GV,JP3283700007,,1743.67,CHF
Test,GV,JP3283750002,,6635.78,CHF
Test,GV,JP3285800003,,1990.4,CHF
Test,GV,JP3286500008,,5751.24,CHF
Test,GV,JP3288200003,,4586.58,CHF
Test,GV,JP3288970001,,6054.02,CHF
Test,GV,JP3289800009,,16463.48,CHF
Test,GV,JP3291200008,,19022.11,CHF
Test,GV,JP3292400003,,1596.21,CHF
Test,GV,JP3297000006,,14021.4,CHF
Test,GV,JP3297330007,,11650.81,CHF
Test,GV,JP3297360004,,6180.9,CHF
Test,GV,JP3298000005,,15460.33,CHF
Test,GV,JP3298400007,,23021.58,CHF
Test,GV,JP3299600001,,13830.1,CHF
Test,GV,JP3300800004,,3307.66,CHF
Test,GV,JP3305530002,,34682.78,CHF
Test,GV,JP3305560009,,6248,CHF
Test,GV,JP3305580007,,8850.54,CHF
Test,GV,JP3305600003,,6404.23,CHF
Test,GV,JP3305800009,,5946.65,CHF
Test,GV,JP3305960001,,5762.43,CHF
Test,GV,JP3305970000,,11673.14,CHF
Test,GV,JP3306600002,,13556.91,CHF
Test,GV,JP3306800008,,2404.71,CHF
Test,GV,JP3309000002,,17590.07,CHF
Test,GV,JP3310500008,,6845.42,CHF
Test,GV,JP3311530004,,5791.96,CHF
Test,GV,JP3312100005,,3114.9,CHF
Test,GV,JP3312800000,,2099.76,CHF
Test,GV,JP3314200001,,6583.49,CHF
Test,GV,JP3314800008,,4366.3,CHF
Test,GV,JP3315000004,,10641.71,CHF
Test,GV,JP3315200000,,3709.3,CHF
Test,GV,JP3316400005,,20758.52,CHF
Test,GV,JP3320800000,,16666.65,CHF
Test,GV,JP3321400008,,7355.53,CHF
Test,GV,JP3322970009,,5264.34,CHF
Test,GV,JP3323050009,,24232.58,CHF
Test,GV,JP3323600001,,7676.48,CHF
Test,GV,JP3324000003,,7992.38,CHF
Test,GV,JP3324500002,,10492.41,CHF
Test,GV,JP3325600009,,5902.07,CHF
Test,GV,JP3326000001,,25984.65,CHF
Test,GV,JP3326800004,,2756.03,CHF
Test,GV,JP3329600005,,6924.75,CHF
Test,GV,JP3330000005,,11194,CHF
Test,GV,JP3331600001,,4044.86,CHF
Test,GV,JP3332510001,,2097.1,CHF
Test,GV,JP3332540008,,5426.59,CHF
Test,GV,JP3333500001,,4425.69,CHF
Test,GV,JP3336750009,,6945.15,CHF
Test,GV,JP3336950005,,5128.82,CHF
Test,GV,JP3337070001,,2119.28,CHF
Test,GV,JP3337600005,,4510.8,CHF
Test,GV,JP3340800006,,3419.26,CHF
Test,GV,JP3342000001,,3150.59,CHF
Test,GV,JP3343200006,,10900.94,CHF
Test,GV,JP3344400001,,21317.46,CHF
Test,GV,JP3345900009,,2929.49,CHF
Test,GV,JP3346200003,,4107.73,CHF
Test,GV,JP3346700002,,3548.41,CHF
Test,GV,JP3346800000,,7526.85,CHF
Test,GV,JP3347600003,,10354.31,CHF
Test,GV,JP3349600001,,4304.36,CHF
Test,GV,JP3350000000,,3834.86,CHF
Test,GV,JP3350800003,,15423.03,CHF
Test,GV,JP3351050004,,10457.75,CHF
Test,GV,JP3351150002,,4901.19,CHF
Test,GV,JP3352000008,,8005.38,CHF
Test,GV,JP3352400000,,17645.92,CHF
Test,GV,JP3355400007,,6420.82,CHF
Test,GV,JP3356000004,,3645.6,CHF
Test,GV,JP3356500003,,5626.66,CHF
Test,GV,JP3356800007,,11821.32,CHF
Test,GV,JP3359000001,,3945.72,CHF
Test,GV,JP3360250009,,15847.43,CHF
Test,GV,JP3360300002,,9680.09,CHF
Test,GV,JP3360900009,,5083.76,CHF
Test,GV,JP3361200003,,3364.73,CHF
Test,GV,JP3362800009,,13329.21,CHF
Test,GV,JP3366400004,,7400.21,CHF
Test,GV,JP3371600002,,2579.12,CHF
Test,GV,JP3372800007,,3350.06,CHF
Test,GV,JP3375400003,,1718.93,CHF
Test,GV,JP3375800004,,7671.82,CHF
Test,GV,JP3377800002,,2786.34,CHF
Test,GV,JP3378200004,,4281.09,CHF
