Holding.ID,Portfolio.Name,Investor.Name,Currency,NumberofShares
BR317332,coal_eq_cb_0,Test,USD,NA
BR166218,coal_eq_cb_0,Test,USD,NA
BR560079,coal_eq_cb_0,Test,USD,NA
BR3992,coal_eq_cb_0,Test,USD,NA
BR397409,coal_eq_cb_0,Test,USD,NA
BR125438,coal_eq_cb_0,Test,USD,NA
BR70276,coal_eq_cb_0,Test,USD,NA
BR562054,coal_eq_cb_0,Test,USD,NA
BR191806,coal_eq_cb_0,Test,USD,NA
BR458455,coal_eq_cb_0,Test,USD,NA
BR194979,coal_eq_cb_0,Test,USD,NA
BR319792,coal_eq_cb_0,Test,USD,NA
BR142800,coal_eq_cb_0,Test,USD,NA
BR305931,coal_eq_cb_0,Test,USD,NA
BR361938,coal_eq_cb_0,Test,USD,NA
BR673093,coal_eq_cb_0,Test,USD,NA
BR608798,coal_eq_cb_0,Test,USD,NA
BR221569,coal_eq_cb_0,Test,USD,NA
BR19434,coal_eq_cb_0,Test,USD,NA
BR166756,coal_eq_cb_0,Test,USD,NA
BR448776,coal_eq_cb_0,Test,USD,NA
BR174873,coal_eq_cb_0,Test,USD,NA
BR669364,coal_eq_cb_0,Test,USD,NA
BR60882,coal_eq_cb_0,Test,USD,NA
BR316589,coal_eq_cb_0,Test,USD,NA
BR598232,coal_eq_cb_0,Test,USD,NA
BR271199,coal_eq_cb_0,Test,USD,NA
BR551438,coal_eq_cb_0,Test,USD,NA
BR501245,coal_eq_cb_0,Test,USD,NA
BR529737,coal_eq_cb_0,Test,USD,NA
BR217771,coal_eq_cb_0,Test,USD,NA
BR508645,coal_eq_cb_0,Test,USD,NA
BR91168,coal_eq_cb_0,Test,USD,NA
BR644361,coal_eq_cb_0,Test,USD,NA
BR134626,coal_eq_cb_0,Test,USD,NA
BR50806,coal_eq_cb_0,Test,USD,NA
BR582637,coal_eq_cb_0,Test,USD,NA
BR616563,coal_eq_cb_0,Test,USD,NA
BR60037,coal_eq_cb_0,Test,USD,NA
BR251413,coal_eq_cb_0,Test,USD,NA
BR50656,coal_eq_cb_0,Test,USD,NA
BR216920,coal_eq_cb_0,Test,USD,NA
BR679249,coal_eq_cb_0,Test,USD,NA
BR299308,coal_eq_cb_0,Test,USD,NA
BR501204,coal_eq_cb_0,Test,USD,NA
BR167114,coal_eq_cb_0,Test,USD,NA
BR481466,coal_eq_cb_0,Test,USD,NA
BR305116,coal_eq_cb_0,Test,USD,NA
BR91330,coal_eq_cb_0,Test,USD,NA
BR67756,coal_eq_cb_0,Test,USD,NA
BR57011,coal_eq_cb_0,Test,USD,NA
BR44040,coal_eq_cb_0,Test,USD,NA
BR45911,coal_eq_cb_0,Test,USD,NA
BR395454,coal_eq_cb_0,Test,USD,NA
BR38520,coal_eq_cb_0,Test,USD,NA
BR143633,coal_eq_cb_0,Test,USD,NA
BR122602,coal_eq_cb_0,Test,USD,NA
BR272099,coal_eq_cb_0,Test,USD,NA
BR123876,coal_eq_cb_0,Test,USD,NA
BR172316,coal_eq_cb_0,Test,USD,NA
BR557442,coal_eq_cb_0,Test,USD,NA
BR583307,coal_eq_cb_0,Test,USD,NA
BR183062,coal_eq_cb_0,Test,USD,NA
BR288450,coal_eq_cb_0,Test,USD,NA
BR634260,coal_eq_cb_0,Test,USD,NA
BR395681,coal_eq_cb_0,Test,USD,NA
BR344104,coal_eq_cb_0,Test,USD,NA
BR489067,coal_eq_cb_0,Test,USD,NA
BR655730,coal_eq_cb_0,Test,USD,NA
BR152696,coal_eq_cb_0,Test,USD,NA
BR75346,coal_eq_cb_0,Test,USD,NA
BR244872,coal_eq_cb_0,Test,USD,NA
BR677505,coal_eq_cb_0,Test,USD,NA
BR298306,coal_eq_cb_0,Test,USD,NA
BR379120,coal_eq_cb_0,Test,USD,NA
BR212911,coal_eq_cb_0,Test,USD,NA
BR292389,coal_eq_cb_0,Test,USD,NA
BR175452,coal_eq_cb_0,Test,USD,NA
BR255375,coal_eq_cb_0,Test,USD,NA
BR339582,coal_eq_cb_0,Test,USD,NA
BR623001,coal_eq_cb_0,Test,USD,NA
BR364627,coal_eq_cb_0,Test,USD,NA
BR112485,coal_eq_cb_0,Test,USD,NA
BR247396,coal_eq_cb_0,Test,USD,NA
BR312104,coal_eq_cb_0,Test,USD,NA
BR131677,coal_eq_cb_0,Test,USD,NA
BR584888,coal_eq_cb_0,Test,USD,NA
BR151642,coal_eq_cb_0,Test,USD,NA
BR532395,coal_eq_cb_0,Test,USD,NA
BR164639,coal_eq_cb_0,Test,USD,NA
BR579280,coal_eq_cb_0,Test,USD,NA
BR61003,coal_eq_cb_0,Test,USD,NA
BR134370,coal_eq_cb_0,Test,USD,NA
BR506525,coal_eq_cb_0,Test,USD,NA
BR309554,coal_eq_cb_0,Test,USD,NA
BR133662,coal_eq_cb_0,Test,USD,NA
BR83114,coal_eq_cb_0,Test,USD,NA
BR230592,coal_eq_cb_0,Test,USD,NA
BR61701,coal_eq_cb_0,Test,USD,NA
BR250350,coal_eq_cb_0,Test,USD,NA
BR283598,coal_eq_cb_0,Test,USD,NA
BR421888,coal_eq_cb_0,Test,USD,NA
BR143735,coal_eq_cb_0,Test,USD,NA
BR327836,coal_eq_cb_0,Test,USD,NA
BR472892,coal_eq_cb_0,Test,USD,NA
BR154486,coal_eq_cb_0,Test,USD,NA
BR38479,coal_eq_cb_0,Test,USD,NA
BR130919,coal_eq_cb_0,Test,USD,NA
BR637056,coal_eq_cb_0,Test,USD,NA
BR508100,coal_eq_cb_0,Test,USD,NA
BR291102,coal_eq_cb_0,Test,USD,NA
BR644368,coal_eq_cb_0,Test,USD,NA
BR624105,coal_eq_cb_0,Test,USD,NA
BR551076,coal_eq_cb_0,Test,USD,NA
BR233457,coal_eq_cb_0,Test,USD,NA
BR383745,coal_eq_cb_0,Test,USD,NA
BR37060,coal_eq_cb_0,Test,USD,NA
BR7577,coal_eq_cb_0,Test,USD,NA
BR456207,coal_eq_cb_0,Test,USD,NA
BR271797,coal_eq_cb_0,Test,USD,NA
BR634470,coal_eq_cb_0,Test,USD,NA
BR3079,coal_eq_cb_0,Test,USD,NA
BR209790,coal_eq_cb_0,Test,USD,NA
BR116499,coal_eq_cb_0,Test,USD,NA
BR148127,coal_eq_cb_0,Test,USD,NA
BR396885,coal_eq_cb_0,Test,USD,NA
BR66921,coal_eq_cb_0,Test,USD,NA
BR621011,coal_eq_cb_0,Test,USD,NA
BR571863,coal_eq_cb_0,Test,USD,NA
BR279758,coal_eq_cb_0,Test,USD,NA
BR286399,coal_eq_cb_0,Test,USD,NA
BR304847,coal_eq_cb_0,Test,USD,NA
BR595272,coal_eq_cb_0,Test,USD,NA
BR487607,coal_eq_cb_0,Test,USD,NA
BR239661,coal_eq_cb_0,Test,USD,NA
BR248657,coal_eq_cb_0,Test,USD,NA
BR311958,coal_eq_cb_0,Test,USD,NA
BR624507,coal_eq_cb_0,Test,USD,NA
BR169184,coal_eq_cb_0,Test,USD,NA
BR303911,coal_eq_cb_0,Test,USD,NA
BR593820,coal_eq_cb_0,Test,USD,NA
BR211518,coal_eq_cb_0,Test,USD,NA
BR110704,coal_eq_cb_0,Test,USD,NA
BR19910,coal_eq_cb_0,Test,USD,NA
BR426085,coal_eq_cb_0,Test,USD,NA
BR449608,coal_eq_cb_0,Test,USD,NA
BR70031,coal_eq_cb_0,Test,USD,NA
BR144798,coal_eq_cb_0,Test,USD,NA
BR508761,coal_eq_cb_0,Test,USD,NA
BR443430,coal_eq_cb_0,Test,USD,NA
BR579280,coal_eq_cb_0,Test,USD,NA
BR615299,coal_eq_cb_0,Test,USD,NA
BR166582,coal_eq_cb_0,Test,USD,NA
BR144981,coal_eq_cb_0,Test,USD,NA
BR240590,coal_eq_cb_0,Test,USD,NA
BR224896,coal_eq_cb_0,Test,USD,NA
BR50142,coal_eq_cb_0,Test,USD,NA
BR658298,coal_eq_cb_0,Test,USD,NA
BR380220,coal_eq_cb_0,Test,USD,NA
BR25705,coal_eq_cb_0,Test,USD,NA
BR81681,coal_eq_cb_0,Test,USD,NA
BR164728,coal_eq_cb_0,Test,USD,NA
BR311191,coal_eq_cb_0,Test,USD,NA
BR483061,coal_eq_cb_0,Test,USD,NA
BR546480,coal_eq_cb_0,Test,USD,NA
BR21310,coal_eq_cb_0,Test,USD,NA
BR243734,coal_eq_cb_0,Test,USD,NA
BR166954,coal_eq_cb_0,Test,USD,NA
BR58470,coal_eq_cb_0,Test,USD,NA
BR650563,coal_eq_cb_0,Test,USD,NA
BR392361,coal_eq_cb_0,Test,USD,NA
BR342282,coal_eq_cb_0,Test,USD,NA
BR214454,coal_eq_cb_0,Test,USD,NA
BR305910,coal_eq_cb_0,Test,USD,NA
BR338429,coal_eq_cb_0,Test,USD,NA
BR148216,coal_eq_cb_0,Test,USD,NA
BR191009,coal_eq_cb_0,Test,USD,NA
BR182299,coal_eq_cb_0,Test,USD,NA
BR30398,coal_eq_cb_0,Test,USD,NA
BR685134,coal_eq_cb_0,Test,USD,NA
BR369854,coal_eq_cb_0,Test,USD,NA
BR513888,coal_eq_cb_0,Test,USD,NA
BR55664,coal_eq_cb_0,Test,USD,NA
BR160890,coal_eq_cb_0,Test,USD,NA
BR533810,coal_eq_cb_0,Test,USD,NA
BR625421,coal_eq_cb_0,Test,USD,NA
BR226094,coal_eq_cb_0,Test,USD,NA
BR144325,coal_eq_cb_0,Test,USD,NA
BR192407,coal_eq_cb_0,Test,USD,NA
BR145650,coal_eq_cb_0,Test,USD,NA
BR500856,coal_eq_cb_0,Test,USD,NA
BR138971,coal_eq_cb_0,Test,USD,NA
BR263027,coal_eq_cb_0,Test,USD,NA
BR417759,coal_eq_cb_0,Test,USD,NA
BR355341,coal_eq_cb_0,Test,USD,NA
BR11417,coal_eq_cb_0,Test,USD,NA
BR224846,coal_eq_cb_0,Test,USD,NA
BR423476,coal_eq_cb_0,Test,USD,NA
BR620327,coal_eq_cb_0,Test,USD,NA
BR218407,coal_eq_cb_0,Test,USD,NA
BR256605,coal_eq_cb_0,Test,USD,NA
BR322786,coal_eq_cb_0,Test,USD,NA
BR321391,coal_eq_cb_0,Test,USD,NA
BR476065,coal_eq_cb_0,Test,USD,NA
BR418464,coal_eq_cb_0,Test,USD,NA
BR55440,coal_eq_cb_0,Test,USD,NA
BR238738,coal_eq_cb_0,Test,USD,NA
BR548058,coal_eq_cb_0,Test,USD,NA
BR399381,coal_eq_cb_0,Test,USD,NA
BR421476,coal_eq_cb_0,Test,USD,NA
BR83177,coal_eq_cb_0,Test,USD,NA
BR372354,coal_eq_cb_0,Test,USD,NA
BR404952,coal_eq_cb_0,Test,USD,NA
BR123227,coal_eq_cb_0,Test,USD,NA
BR279229,coal_eq_cb_0,Test,USD,NA
BR153023,coal_eq_cb_0,Test,USD,NA
BR30265,coal_eq_cb_0,Test,USD,NA
BR114516,coal_eq_cb_0,Test,USD,NA
BR484672,coal_eq_cb_0,Test,USD,NA
BR1644,coal_eq_cb_0,Test,USD,NA
BR263755,coal_eq_cb_0,Test,USD,NA
BR305361,coal_eq_cb_0,Test,USD,NA
BR207022,coal_eq_cb_0,Test,USD,NA
BR652814,coal_eq_cb_0,Test,USD,NA
BR186304,coal_eq_cb_0,Test,USD,NA
BR318036,coal_eq_cb_0,Test,USD,NA
BR447043,coal_eq_cb_0,Test,USD,NA
BR287489,coal_eq_cb_0,Test,USD,NA
BR103169,coal_eq_cb_0,Test,USD,NA
BR612658,coal_eq_cb_0,Test,USD,NA
BR50739,coal_eq_cb_0,Test,USD,NA
BR163896,coal_eq_cb_0,Test,USD,NA
BR122989,coal_eq_cb_0,Test,USD,NA
BR125950,coal_eq_cb_0,Test,USD,NA
BR203121,coal_eq_cb_0,Test,USD,NA
BR194203,coal_eq_cb_0,Test,USD,NA
BR142519,coal_eq_cb_0,Test,USD,NA
BR405854,coal_eq_cb_0,Test,USD,NA
BR117037,coal_eq_cb_0,Test,USD,NA
BR501682,coal_eq_cb_0,Test,USD,NA
BR16544,coal_eq_cb_0,Test,USD,NA
BR108749,coal_eq_cb_0,Test,USD,NA
BR154672,coal_eq_cb_0,Test,USD,NA
BR449556,coal_eq_cb_0,Test,USD,NA
BR431787,coal_eq_cb_0,Test,USD,NA
BR178906,coal_eq_cb_0,Test,USD,NA
BR392155,coal_eq_cb_0,Test,USD,NA
BR362474,coal_eq_cb_0,Test,USD,NA
BR629831,coal_eq_cb_0,Test,USD,NA
BR131800,coal_eq_cb_0,Test,USD,NA
BR462874,coal_eq_cb_0,Test,USD,NA
BR596508,coal_eq_cb_0,Test,USD,NA
BR87866,coal_eq_cb_0,Test,USD,NA
BR541736,coal_eq_cb_0,Test,USD,NA
BR180668,coal_eq_cb_0,Test,USD,NA
BR642395,coal_eq_cb_0,Test,USD,NA
BR386666,coal_eq_cb_0,Test,USD,NA
BR170848,coal_eq_cb_0,Test,USD,NA
BR124682,coal_eq_cb_0,Test,USD,NA
BR110235,coal_eq_cb_0,Test,USD,NA
BR110486,coal_eq_cb_0,Test,USD,NA
BR25075,coal_eq_cb_0,Test,USD,NA
BR408177,coal_eq_cb_0,Test,USD,NA
BR403063,coal_eq_cb_0,Test,USD,NA
BR267011,coal_eq_cb_0,Test,USD,NA
BR238301,coal_eq_cb_0,Test,USD,NA
BR217260,coal_eq_cb_0,Test,USD,NA
BR525136,coal_eq_cb_0,Test,USD,NA
BR159328,coal_eq_cb_0,Test,USD,NA
BR157850,coal_eq_cb_0,Test,USD,NA
BR673300,coal_eq_cb_0,Test,USD,NA
BR500481,coal_eq_cb_0,Test,USD,NA
BR197813,coal_eq_cb_0,Test,USD,NA
BR268784,coal_eq_cb_0,Test,USD,NA
BR596482,coal_eq_cb_0,Test,USD,NA
BR93095,coal_eq_cb_0,Test,USD,NA
BR533355,coal_eq_cb_0,Test,USD,NA
BR579280,coal_eq_cb_0,Test,USD,NA
BR644790,coal_eq_cb_0,Test,USD,NA
BR660042,coal_eq_cb_0,Test,USD,NA
BR91903,coal_eq_cb_0,Test,USD,NA
BR141353,coal_eq_cb_0,Test,USD,NA
BR293207,coal_eq_cb_0,Test,USD,NA
BR17012,coal_eq_cb_0,Test,USD,NA
BR437866,coal_eq_cb_0,Test,USD,NA
BR665748,coal_eq_cb_0,Test,USD,NA
BR513076,coal_eq_cb_0,Test,USD,NA
BR340356,coal_eq_cb_0,Test,USD,NA
BR391960,coal_eq_cb_0,Test,USD,NA
BR10136,coal_eq_cb_0,Test,USD,NA
BR626441,coal_eq_cb_0,Test,USD,NA
BR339583,coal_eq_cb_0,Test,USD,NA
BR86066,coal_eq_cb_0,Test,USD,NA
BR515817,coal_eq_cb_0,Test,USD,NA
BR289488,coal_eq_cb_0,Test,USD,NA
BR321426,coal_eq_cb_0,Test,USD,NA
BR438397,coal_eq_cb_0,Test,USD,NA
BR1013,coal_eq_cb_0,Test,USD,NA
BR474746,coal_eq_cb_0,Test,USD,NA
BR163801,coal_eq_cb_0,Test,USD,NA
BR316962,coal_eq_cb_0,Test,USD,NA
BR137276,coal_eq_cb_0,Test,USD,NA
BR164034,coal_eq_cb_0,Test,USD,NA
BR432404,coal_eq_cb_0,Test,USD,NA
BR156988,coal_eq_cb_0,Test,USD,NA
BR139284,coal_eq_cb_0,Test,USD,NA
BR650565,coal_eq_cb_0,Test,USD,NA
BR673093,coal_eq_cb_0,Test,USD,NA
BR151654,coal_eq_cb_0,Test,USD,NA
BR24865,coal_eq_cb_0,Test,USD,NA
BR223317,coal_eq_cb_0,Test,USD,NA
BR186601,coal_eq_cb_0,Test,USD,NA
BR5954,coal_eq_cb_0,Test,USD,NA
BR188859,coal_eq_cb_0,Test,USD,NA
BR109030,coal_eq_cb_0,Test,USD,NA
BR202328,coal_eq_cb_0,Test,USD,NA
BR576148,coal_eq_cb_0,Test,USD,NA
BR169651,coal_eq_cb_0,Test,USD,NA
BR225573,coal_eq_cb_0,Test,USD,NA
BR339643,coal_eq_cb_0,Test,USD,NA
BR570990,coal_eq_cb_0,Test,USD,NA
BR421163,coal_eq_cb_0,Test,USD,NA
BR126551,coal_eq_cb_0,Test,USD,NA
BR21984,coal_eq_cb_0,Test,USD,NA
BR404067,coal_eq_cb_0,Test,USD,NA
BR274780,coal_eq_cb_0,Test,USD,NA
BR685637,coal_eq_cb_0,Test,USD,NA
BR59248,coal_eq_cb_0,Test,USD,NA
BR451281,coal_eq_cb_0,Test,USD,NA
BR159241,coal_eq_cb_0,Test,USD,NA
BR3827,coal_eq_cb_0,Test,USD,NA
BR191038,coal_eq_cb_0,Test,USD,NA
BR343349,coal_eq_cb_0,Test,USD,NA
BR495966,coal_eq_cb_0,Test,USD,NA
BR155523,coal_eq_cb_0,Test,USD,NA
BR474433,coal_eq_cb_0,Test,USD,NA
BR582606,coal_eq_cb_0,Test,USD,NA
BR591095,coal_eq_cb_0,Test,USD,NA
BR323295,coal_eq_cb_0,Test,USD,NA
BR240295,coal_eq_cb_0,Test,USD,NA
BR75081,coal_eq_cb_0,Test,USD,NA
BR31013,coal_eq_cb_0,Test,USD,NA
BR19940,coal_eq_cb_0,Test,USD,NA
BR123217,coal_eq_cb_0,Test,USD,NA
BR176021,coal_eq_cb_0,Test,USD,NA
BR84412,coal_eq_cb_0,Test,USD,NA
BR191509,coal_eq_cb_0,Test,USD,NA
BR225417,coal_eq_cb_0,Test,USD,NA
BR186550,coal_eq_cb_0,Test,USD,NA
BR203450,coal_eq_cb_0,Test,USD,NA
BR508213,coal_eq_cb_0,Test,USD,NA
BR91630,coal_eq_cb_0,Test,USD,NA
BR305827,coal_eq_cb_0,Test,USD,NA
BR710,coal_eq_cb_0,Test,USD,NA
BR648562,coal_eq_cb_0,Test,USD,NA
BR249744,coal_eq_cb_0,Test,USD,NA
BR259500,coal_eq_cb_0,Test,USD,NA
BR307051,coal_eq_cb_0,Test,USD,NA
BR96189,coal_eq_cb_0,Test,USD,NA
BR341894,coal_eq_cb_0,Test,USD,NA
BR189008,coal_eq_cb_0,Test,USD,NA
BR372385,coal_eq_cb_0,Test,USD,NA
BR106302,coal_eq_cb_0,Test,USD,NA
BR159491,coal_eq_cb_0,Test,USD,NA
BR193592,coal_eq_cb_0,Test,USD,NA
BR228315,coal_eq_cb_0,Test,USD,NA
BR488751,coal_eq_cb_0,Test,USD,NA
BR157030,coal_eq_cb_0,Test,USD,NA
BR376064,coal_eq_cb_0,Test,USD,NA
BR197974,coal_eq_cb_0,Test,USD,NA
BR122808,coal_eq_cb_0,Test,USD,NA
BR225490,coal_eq_cb_0,Test,USD,NA
BR388329,coal_eq_cb_0,Test,USD,NA
BR260028,coal_eq_cb_0,Test,USD,NA
BR93690,coal_eq_cb_0,Test,USD,NA
BR309859,coal_eq_cb_0,Test,USD,NA
BR270704,coal_eq_cb_0,Test,USD,NA
BR193207,coal_eq_cb_0,Test,USD,NA
BR152544,coal_eq_cb_0,Test,USD,NA
BR43332,coal_eq_cb_0,Test,USD,NA
BR293283,coal_eq_cb_0,Test,USD,NA
BR202596,coal_eq_cb_0,Test,USD,NA
BR562890,coal_eq_cb_0,Test,USD,NA
BR627960,coal_eq_cb_0,Test,USD,NA
BR238114,coal_eq_cb_0,Test,USD,NA
BR575672,coal_eq_cb_0,Test,USD,NA
BR239805,coal_eq_cb_0,Test,USD,NA
BR622450,coal_eq_cb_0,Test,USD,NA
BR226696,coal_eq_cb_0,Test,USD,NA
BR454159,coal_eq_cb_0,Test,USD,NA
BR55693,coal_eq_cb_0,Test,USD,NA
BR316735,coal_eq_cb_0,Test,USD,NA
BR481144,coal_eq_cb_0,Test,USD,NA
BR113989,coal_eq_cb_0,Test,USD,NA
BR118889,coal_eq_cb_0,Test,USD,NA
BR42648,coal_eq_cb_0,Test,USD,NA
BR496769,coal_eq_cb_0,Test,USD,NA
BR380957,coal_eq_cb_0,Test,USD,NA
BR36817,coal_eq_cb_0,Test,USD,NA
BR283572,coal_eq_cb_0,Test,USD,NA
BR140528,coal_eq_cb_0,Test,USD,NA
BR596453,coal_eq_cb_0,Test,USD,NA
BR192398,coal_eq_cb_0,Test,USD,NA
BR302544,coal_eq_cb_0,Test,USD,NA
BR235916,coal_eq_cb_0,Test,USD,NA
BR19220,coal_eq_cb_0,Test,USD,NA
BR602705,coal_eq_cb_0,Test,USD,NA
BR212947,coal_eq_cb_0,Test,USD,NA
BR141568,coal_eq_cb_0,Test,USD,NA
BR201198,coal_eq_cb_0,Test,USD,NA
BR646896,coal_eq_cb_0,Test,USD,NA
BR253279,coal_eq_cb_0,Test,USD,NA
BR250718,coal_eq_cb_0,Test,USD,NA
BR279840,coal_eq_cb_0,Test,USD,NA
BR412467,coal_eq_cb_0,Test,USD,NA
BR644376,coal_eq_cb_0,Test,USD,NA
BR203851,coal_eq_cb_0,Test,USD,NA
BR72853,coal_eq_cb_0,Test,USD,NA
BR228940,coal_eq_cb_0,Test,USD,NA
BR93951,coal_eq_cb_0,Test,USD,NA
BR488732,coal_eq_cb_0,Test,USD,NA
BR223930,coal_eq_cb_0,Test,USD,NA
BR121721,coal_eq_cb_0,Test,USD,NA
BR273656,coal_eq_cb_0,Test,USD,NA
BR12897,coal_eq_cb_0,Test,USD,NA
BR573157,coal_eq_cb_0,Test,USD,NA
BR185791,coal_eq_cb_0,Test,USD,NA
BR402365,coal_eq_cb_0,Test,USD,NA
BR599762,coal_eq_cb_0,Test,USD,NA
BR51047,coal_eq_cb_0,Test,USD,NA
BR634845,coal_eq_cb_0,Test,USD,NA
BR197318,coal_eq_cb_0,Test,USD,NA
BR671613,coal_eq_cb_0,Test,USD,NA
BR607993,coal_eq_cb_0,Test,USD,NA
BR487494,coal_eq_cb_0,Test,USD,NA
BR309852,coal_eq_cb_0,Test,USD,NA
BR172153,coal_eq_cb_0,Test,USD,NA
BR242275,coal_eq_cb_0,Test,USD,NA
BR111032,coal_eq_cb_0,Test,USD,NA
BR88173,coal_eq_cb_0,Test,USD,NA
BR237631,coal_eq_cb_0,Test,USD,NA
BR287873,coal_eq_cb_0,Test,USD,NA
BR395922,coal_eq_cb_0,Test,USD,NA
BR221729,coal_eq_cb_0,Test,USD,NA
BR442884,coal_eq_cb_0,Test,USD,NA
BR516889,coal_eq_cb_0,Test,USD,NA
BR530425,coal_eq_cb_0,Test,USD,NA
BR328176,coal_eq_cb_0,Test,USD,NA
BR590830,coal_eq_cb_0,Test,USD,NA
BR548173,coal_eq_cb_0,Test,USD,NA
BR606945,coal_eq_cb_0,Test,USD,NA
BR676509,coal_eq_cb_0,Test,USD,NA
BR227358,coal_eq_cb_0,Test,USD,NA
BR205289,coal_eq_cb_0,Test,USD,NA
BR140624,coal_eq_cb_0,Test,USD,NA
BR72613,coal_eq_cb_0,Test,USD,NA
BR307051,coal_eq_cb_0,Test,USD,NA
BR152211,coal_eq_cb_0,Test,USD,NA
BR440336,coal_eq_cb_0,Test,USD,NA
BR335620,coal_eq_cb_0,Test,USD,NA
BR305590,coal_eq_cb_0,Test,USD,NA
BR404542,coal_eq_cb_0,Test,USD,NA
BR262543,coal_eq_cb_0,Test,USD,NA
BR286125,coal_eq_cb_0,Test,USD,NA
BR236957,coal_eq_cb_0,Test,USD,NA
BR282972,coal_eq_cb_0,Test,USD,NA
BR542285,coal_eq_cb_0,Test,USD,NA
BR35623,coal_eq_cb_0,Test,USD,NA
BR590162,coal_eq_cb_0,Test,USD,NA
BR612604,coal_eq_cb_0,Test,USD,NA
BR560875,coal_eq_cb_0,Test,USD,NA
BR344104,coal_eq_cb_0,Test,USD,NA
BR426069,coal_eq_cb_0,Test,USD,NA
BR249989,coal_eq_cb_0,Test,USD,NA
BR624105,coal_eq_cb_0,Test,USD,NA
BR157521,coal_eq_cb_0,Test,USD,NA
BR193946,coal_eq_cb_0,Test,USD,NA
BR105982,coal_eq_cb_0,Test,USD,NA
BR421146,coal_eq_cb_0,Test,USD,NA
BR139343,coal_eq_cb_0,Test,USD,NA
BR433797,coal_eq_cb_0,Test,USD,NA
BR362952,coal_eq_cb_0,Test,USD,NA
BR124814,coal_eq_cb_0,Test,USD,NA
BR91618,coal_eq_cb_0,Test,USD,NA
BR53539,coal_eq_cb_0,Test,USD,NA
BR310981,coal_eq_cb_0,Test,USD,NA
BR664377,coal_eq_cb_0,Test,USD,NA
BR160668,coal_eq_cb_0,Test,USD,NA
BR17309,coal_eq_cb_0,Test,USD,NA
BR184988,coal_eq_cb_0,Test,USD,NA
BR193065,coal_eq_cb_0,Test,USD,NA
BR501143,coal_eq_cb_0,Test,USD,NA
BR303614,coal_eq_cb_0,Test,USD,NA
BR173489,coal_eq_cb_0,Test,USD,NA
BR217947,coal_eq_cb_0,Test,USD,NA
BR289242,coal_eq_cb_0,Test,USD,NA
BR539733,coal_eq_cb_0,Test,USD,NA
BR283570,coal_eq_cb_0,Test,USD,NA
BR222430,coal_eq_cb_0,Test,USD,NA
BR116524,coal_eq_cb_0,Test,USD,NA
BR204304,coal_eq_cb_0,Test,USD,NA
BR267213,coal_eq_cb_0,Test,USD,NA
BR344573,coal_eq_cb_0,Test,USD,NA
BR42404,coal_eq_cb_0,Test,USD,NA
BR182550,coal_eq_cb_0,Test,USD,NA
BR145629,coal_eq_cb_0,Test,USD,NA
BR426622,coal_eq_cb_0,Test,USD,NA
BR381113,coal_eq_cb_0,Test,USD,NA
BR449869,coal_eq_cb_0,Test,USD,NA
BR224278,coal_eq_cb_0,Test,USD,NA
BR255375,coal_eq_cb_0,Test,USD,NA
BR32802,coal_eq_cb_0,Test,USD,NA
BR534875,coal_eq_cb_0,Test,USD,NA
BR52778,coal_eq_cb_0,Test,USD,NA
BR583130,coal_eq_cb_0,Test,USD,NA
BR503635,coal_eq_cb_0,Test,USD,NA
BR342843,coal_eq_cb_0,Test,USD,NA
BR225117,coal_eq_cb_0,Test,USD,NA
BR295458,coal_eq_cb_0,Test,USD,NA
BR43327,coal_eq_cb_0,Test,USD,NA
BR57762,coal_eq_cb_0,Test,USD,NA
BR112671,coal_eq_cb_0,Test,USD,NA
BR110269,coal_eq_cb_0,Test,USD,NA
BR367809,coal_eq_cb_0,Test,USD,NA
BR585832,coal_eq_cb_0,Test,USD,NA
BR21794,coal_eq_cb_0,Test,USD,NA
BR480360,coal_eq_cb_0,Test,USD,NA
BR382906,coal_eq_cb_0,Test,USD,NA
BR238119,coal_eq_cb_0,Test,USD,NA
BR139714,coal_eq_cb_0,Test,USD,NA
BR293513,coal_eq_cb_0,Test,USD,NA
BR166572,coal_eq_cb_0,Test,USD,NA
BR501596,coal_eq_cb_0,Test,USD,NA
BR374090,coal_eq_cb_0,Test,USD,NA
BR99953,coal_eq_cb_0,Test,USD,NA
BR613799,coal_eq_cb_0,Test,USD,NA
BR360417,coal_eq_cb_0,Test,USD,NA
BR579280,coal_eq_cb_0,Test,USD,NA
BR427017,coal_eq_cb_0,Test,USD,NA
BR173489,coal_eq_cb_0,Test,USD,NA
BR455845,coal_eq_cb_0,Test,USD,NA
BR4374,coal_eq_cb_0,Test,USD,NA
BR259154,coal_eq_cb_0,Test,USD,NA
BR648887,coal_eq_cb_0,Test,USD,NA
BR497572,coal_eq_cb_0,Test,USD,NA
BR335702,coal_eq_cb_0,Test,USD,NA
BR367716,coal_eq_cb_0,Test,USD,NA
BR597010,coal_eq_cb_0,Test,USD,NA
BR85011,coal_eq_cb_0,Test,USD,NA
BR135325,coal_eq_cb_0,Test,USD,NA
BR4748,coal_eq_cb_0,Test,USD,NA
BR337868,coal_eq_cb_0,Test,USD,NA
BR372482,coal_eq_cb_0,Test,USD,NA
BR147355,coal_eq_cb_0,Test,USD,NA
BR159005,coal_eq_cb_0,Test,USD,NA
BR22052,coal_eq_cb_0,Test,USD,NA
BR201020,coal_eq_cb_0,Test,USD,NA
BR685789,coal_eq_cb_0,Test,USD,NA
