MarketValue,Currency,ISIN
8905600,CHF,CH0503924414
1212600,CHF,CH0505011871
994000,CHF,CH0505011889
191900,CHF,CH0505011913
2014000,CHF,CH0505011921
5833375,CHF,CH0505011939
4325800,CHF,CH0505011947
2589675,CHF,CH0505011962
999000,CHF,CH0506668836
2510000,CHF,CH0506668851
9090000,CHF,CH0508785711
2006198,CHF,CH0508785737
2030000,CHF,CH0508785752
3042009,CHF,CH0510906891
1516718,CHF,CH0511762038
12183794,CHF,CH0511762061
2342111,CHF,CH0512502995
990941,CHF,CL0000000035
2031115,CHF,CL0000000100
716706,CHF,CL0000000423
64818,CHF,CL0000000449
260690,CHF,CL0000001173
311750,CHF,CL0000001256
695017,CHF,CL0000001314
342439,CHF,CL0000001934
54057,CHF,CL0000002023
526435,CHF,CL0001583070
544599,CHF,CL0001880955
302185,CHF,CL0001892547
408118,CHF,CL0002132620
273915,CHF,CL0002262351
706974,CHF,CL0002266774
6050290,CHF,CLP0939W1081
985424,CHF,CLP1506A1070
166947,CHF,CLP1663V1009
949942,CHF,CLP249051044
420544,CHF,CLP256251073
369202,CHF,CLP3064M1019
559853,CHF,CLP321331116
296092,CHF,CLP3615W1037
256224,CHF,CLP3697S1034
268086,CHF,CLP371151059
3512140,CHF,CLP371861061
3048733,CHF,CLP3880F1085
108629,CHF,CLP6808Q1068
1152372,CHF,CLP763281068
923922,CHF,CLP7847L1080
745844,CHF,CLP8716X1082
561066,CHF,CLP9796J1008
560035,CHF,CNE000000040
270970,CHF,CNE000000073
862118,CHF,CNE0000000T2
27325,CHF,CNE000000123
598969,CHF,CNE0000001D4
29220,CHF,CNE0000001J1
60973,CHF,CNE000000206
405204,CHF,CNE000000230
27012,CHF,CNE0000002G5
57910,CHF,CNE0000002N1
21550,CHF,CNE0000002Y8
72101,CHF,CNE000000347
205890,CHF,CNE000000388
22653,CHF,CNE0000003P4
21491,CHF,CNE000000438
422908,CHF,CNE0000004C0
25081,CHF,CNE0000004H9
43200,CHF,CNE0000004Z1
23581,CHF,CNE000000529
18357,CHF,CNE000000578
27247,CHF,CNE000000594
234230,CHF,CNE0000005Q7
23939,CHF,CNE0000005W5
6553,CHF,CNE000000644
81411,CHF,CNE0000006W3
45237,CHF,CNE0000006Y9
35848,CHF,CNE000000719
28000,CHF,CNE000000750
25898,CHF,CNE0000007H2
192636,CHF,CNE0000007J8
24869,CHF,CNE0000008K4
143826,CHF,CNE0000008L2
23355,CHF,CNE0000008S7
854098,CHF,CNE0000008X7
28230,CHF,CNE000000933
23613,CHF,CNE0000009B1
34682,CHF,CNE0000009N6
26941,CHF,CNE0000009Y3
38786,CHF,CNE000000B42
23343,CHF,CNE000000B83
23496,CHF,CNE000000B91
305474,CHF,CNE000000BB2
22658,CHF,CNE000000BJ5
32029,CHF,CNE000000BL1
689444,CHF,CNE000000BQ0
17256,CHF,CNE000000BW8
23226,CHF,CNE000000BX6
54695,CHF,CNE000000BY4
28357,CHF,CNE000000C66
317693,CHF,CNE000000C82
251565,CHF,CNE000000CG9
165918,CHF,CNE000000CK1
35272,CHF,CNE000000DC6
104263,CHF,CNE000000DD4
200764,CHF,CNE000000DH5
26377,CHF,CNE000000DJ1
77563,CHF,CNE000000DX2
43741,CHF,CNE000000F06
34450,CHF,CNE000000F48
22694,CHF,CNE000000FB3
51006,CHF,CNE000000FD9
34143,CHF,CNE000000FH0
28334,CHF,CNE000000FS7
338837,CHF,CNE000000FY5
253050,CHF,CNE000000GF2
23282,CHF,CNE000000GN6
25539,CHF,CNE000000GX5
194432,CHF,CNE000000H20
27434,CHF,CNE000000H87
2118253,CHF,CNE000000HH6
32275,CHF,CNE000000HK0
21691,CHF,CNE000000HN4
31931,CHF,CNE000000HT1
24274,CHF,CNE000000J28
112096,CHF,CNE000000J85
22113,CHF,CNE000000J93
243730,CHF,CNE000000JD1
25382,CHF,CNE000000JK6
992864,CHF,CNE000000JM2
405150,CHF,CNE000000JP5
131405,CHF,CNE000000JW1
25540,CHF,CNE000000JX9
210824,CHF,CNE000000KB3
176109,CHF,CNE000000KC1
23355,CHF,CNE000000KF4
29236,CHF,CNE000000KT5
23869,CHF,CNE000000LP1
32182,CHF,CNE000000LY3
199419,CHF,CNE000000M15
196510,CHF,CNE000000MD5
28993,CHF,CNE000000MH6
26342,CHF,CNE000000MK0
419050,CHF,CNE000000MZ8
26618,CHF,CNE000000NH4
22216,CHF,CNE000000NJ0
435852,CHF,CNE000000NL6
39295,CHF,CNE000000NP7
401224,CHF,CNE000000PC0
29913,CHF,CNE000000PY4
211524,CHF,CNE000000Q11
21407,CHF,CNE000000Q29
25761,CHF,CNE000000Q94
191206,CHF,CNE000000QF1
22492,CHF,CNE000000QG9
43517,CHF,CNE000000QS4
27965,CHF,CNE000000QZ9
42248,CHF,CNE000000R36
36433,CHF,CNE000000R69
25238,CHF,CNE000000RB8
172786,CHF,CNE000000RF9
48237,CHF,CNE000000RL7
21622,CHF,CNE000000RM5
22750,CHF,CNE000000S84
51416,CHF,CNE000000SH3
24955,CHF,CNE000000SM3
58232,CHF,CNE000000SQ4
284056,CHF,CNE000000SS0
62206,CHF,CNE000000ST8
27667,CHF,CNE000000SV4
46565,CHF,CNE000000T18
22785,CHF,CNE000000TD0
206140,CHF,CNE000000TK5
26726,CHF,CNE000000TL3
54842,CHF,CNE000000TR0
837509,CHF,CNE000000TY6
166403,CHF,CNE000000V89
203012,CHF,CNE000000VB0
234832,CHF,CNE000000VK1
1104002,CHF,CNE000000VQ8
116825,CHF,CNE000000VS4
472699,CHF,CNE000000WF9
185465,CHF,CNE000000WL7
168641,CHF,CNE000000WM5
24692,CHF,CNE000000WN3
38696,CHF,CNE000000WP8
23176,CHF,CNE000000WQ6
27016,CHF,CNE000000WR4
229267,CHF,CNE000000X38
159650,CHF,CNE000000XH3
246037,CHF,CNE000000XL5
627477,CHF,CNE000000XM3
394263,CHF,CNE000000Y37
36215,CHF,CNE000000YM1
31529,CHF,CNE000000ZH8
57785,CHF,CNE000000ZS5
174498,CHF,CNE000001006
55527,CHF,CNE0000010T1
29240,CHF,CNE000001139
2869863,CHF,CNE0000011B7
22931,CHF,CNE0000011D3
185851,CHF,CNE0000011K8
79345,CHF,CNE0000011P7
22693,CHF,CNE0000011R3
165666,CHF,CNE0000011S1
24066,CHF,CNE0000012G4
28759,CHF,CNE0000012L4
40589,CHF,CNE0000012M2
26073,CHF,CNE0000012Q3
24744,CHF,CNE000001360
23769,CHF,CNE0000013H0
52299,CHF,CNE0000013N8
22297,CHF,CNE0000014B1
26008,CHF,CNE0000014G0
74856,CHF,CNE0000014P1
35635,CHF,CNE0000014Q9
1754872,CHF,CNE0000014W7
195663,CHF,CNE000001527
61272,CHF,CNE000001576
191749,CHF,CNE0000015R4
28520,CHF,CNE0000015V6
2553835,CHF,CNE0000015Y0
385422,CHF,CNE0000016H3
454342,CHF,CNE0000016J9
671782,CHF,CNE0000016L5
29942,CHF,CNE0000016P6
56434,CHF,CNE000001733
22713,CHF,CNE000001782
66116,CHF,CNE000001790
23565,CHF,CNE0000017B4
138508,CHF,CNE0000017H1
284738,CHF,CNE0000017K5
170083,CHF,CNE0000017Y6
26059,CHF,CNE0000017Z3
21295,CHF,CNE000001816
27912,CHF,CNE0000018C0
211621,CHF,CNE0000018G1
509819,CHF,CNE0000018P2
3189643,CHF,CNE0000018R8
220986,CHF,CNE0000018V0
38320,CHF,CNE0000018X6
52825,CHF,CNE000001998
32494,CHF,CNE0000019B0
142626,CHF,CNE0000019P0
26572,CHF,CNE0000019T2
370226,CHF,CNE0000019V8
51463,CHF,CNE0000019X4
22477,CHF,CNE0000019Z9
1374501,CHF,CNE000001B33
26714,CHF,CNE000001B66
22262,CHF,CNE000001B90
36875,CHF,CNE000001BB0
32042,CHF,CNE000001BM7
14791,CHF,CNE000001C81
42733,CHF,CNE000001CC6
411943,CHF,CNE000001CS2
23884,CHF,CNE000001CW4
22478,CHF,CNE000001D15
294017,CHF,CNE000001D56
441751,CHF,CNE000001DB6
23274,CHF,CNE000001DL5
21076,CHF,CNE000001DN1
38086,CHF,CNE000001DX0
23452,CHF,CNE000001DZ5
172579,CHF,CNE000001F21
26431,CHF,CNE000001F62
286325,CHF,CNE000001F70
46383,CHF,CNE000001FB1
150831,CHF,CNE000001FG0
182047,CHF,CNE000001FJ4
467655,CHF,CNE000001FM8
39105,CHF,CNE000001FQ9
1365680,CHF,CNE000001FR7
1201461,CHF,CNE000001FW7
213467,CHF,CNE000001G38
24060,CHF,CNE000001G53
6309616,CHF,CNE000001G87
183374,CHF,CNE000001GD5
22602,CHF,CNE000001GF0
215847,CHF,CNE000001GG8
63570,CHF,CNE000001GL8
189465,CHF,CNE000001GS3
19749,CHF,CNE000001H86
22462,CHF,CNE000001HP7
51413,CHF,CNE000001J84
255072,CHF,CNE000001JN8
25132,CHF,CNE000001JS7
23637,CHF,CNE000001JY5
25075,CHF,CNE000001K65
574693,CHF,CNE000001KF2
220729,CHF,CNE000001KK2
256169,CHF,CNE000001KS5
21937,CHF,CNE000001L31
134232,CHF,CNE000001LJ2
176334,CHF,CNE000001LV7
32511,CHF,CNE000001M14
48424,CHF,CNE000001M22
2494995,CHF,CNE000001N05
458406,CHF,CNE000001ND1
2049783,CHF,CNE000001NG4
41605,CHF,CNE000001NL4
80690,CHF,CNE000001NN0
26295,CHF,CNE000001NY7
920169,CHF,CNE000001P37
25854,CHF,CNE000001P52
23419,CHF,CNE000001P86
21214,CHF,CNE000001PF1
22654,CHF,CNE000001PP0
51673,CHF,CNE000001PQ8
27438,CHF,CNE000001Q44
40234,CHF,CNE000001Q93
183599,CHF,CNE000001QF9
3202023,CHF,CNE000001QZ7
1673946,CHF,CNE000001R84
133318,CHF,CNE100000015
19889,CHF,CNE100000056
26997,CHF,CNE100000080
33985,CHF,CNE1000000B8
140182,CHF,CNE1000000D4
95552,CHF,CNE1000000R4
2038295,CHF,CNE1000000S2
149512,CHF,CNE1000000T0
53211,CHF,CNE1000000W4
386033,CHF,CNE100000114
1911811,CHF,CNE100000171
5888058,CHF,CNE1000001Q4
806093,CHF,CNE1000001S0
403858,CHF,CNE1000001T8
2421235,CHF,CNE1000001W2
84792,CHF,CNE1000001X0
341121,CHF,CNE1000001Y8
27651143,CHF,CNE1000001Z5
6393004,CHF,CNE100000205
835087,CHF,CNE100000221
232432,CHF,CNE100000239
76058,CHF,CNE100000262
947525,CHF,CNE100000296
100479,CHF,CNE1000002B4
366034,CHF,CNE1000002D0
2568735,CHF,CNE1000002F5
1281830,CHF,CNE1000002G3
48704181,CHF,CNE1000002H1
200483,CHF,CNE1000002J7
327498,CHF,CNE1000002K5
5247560,CHF,CNE1000002L3
5347144,CHF,CNE1000002M1
3742606,CHF,CNE1000002N9
619621,CHF,CNE1000002P4
6525165,CHF,CNE1000002Q2
343922,CHF,CNE1000002S8
613447,CHF,CNE1000002T6
10219857,CHF,CNE1000002V2
293316,CHF,CNE1000002Z3
3946272,CHF,CNE100000312
2119071,CHF,CNE100000338
69906,CHF,CNE1000003C0
749705,CHF,CNE1000003D8
30940035,CHF,CNE1000003G1
3222660,CHF,CNE1000003J5
1095119,CHF,CNE1000003K3
322815,CHF,CNE1000003R8
4697270,CHF,CNE1000003W8
17655473,CHF,CNE1000003X6
61866,CHF,CNE1000003Y4
87889,CHF,CNE1000003Z1
365875,CHF,CNE100000437
1770133,CHF,CNE100000478
775110,CHF,CNE1000004C8
462718,CHF,CNE1000004F1
1359167,CHF,CNE1000004J3
663608,CHF,CNE1000004K1
1216889,CHF,CNE1000004L9
48309,CHF,CNE1000004M7
50169,CHF,CNE1000004N5
2312344,CHF,CNE1000004R6
665310,CHF,CNE1000004S4
646642,CHF,CNE1000004X4
1017303,CHF,CNE1000004Y2
1516034,CHF,CNE100000502
232002,CHF,CNE100000510
530923,CHF,CNE100000569
352229,CHF,CNE100000585
2115616,CHF,CNE100000593
761142,CHF,CNE1000005P7
232311,CHF,CNE1000005Y9
106376,CHF,CNE100000601
231888,CHF,CNE100000627
24715,CHF,CNE100000650
33614,CHF,CNE100000668
215523,CHF,CNE1000006H2
2383644,CHF,CNE1000006Z4
1420756,CHF,CNE100000734
360326,CHF,CNE100000742
30085,CHF,CNE1000007K4
352797,CHF,CNE1000007Q1
671691,CHF,CNE1000007T5
35696,CHF,CNE1000007W9
1414940,CHF,CNE1000007Z2
326999,CHF,CNE100000866
28012,CHF,CNE1000008F2
27211,CHF,CNE1000008K2
752763,CHF,CNE1000008M8
110824,CHF,CNE1000008S5
25659,CHF,CNE1000008V9
1354268,CHF,CNE100000981
24844,CHF,CNE1000009K0
2625715,CHF,CNE1000009Q7
529176,CHF,CNE1000009T1
20904,CHF,CNE1000009X3
33851,CHF,CNE1000009Y1
1249439,CHF,CNE100000B24
177832,CHF,CNE100000B81
1406117,CHF,CNE100000BG0
179914,CHF,CNE100000BJ4
180553,CHF,CNE100000BP1
22229,CHF,CNE100000CM6
458969,CHF,CNE100000CP9
39501,CHF,CNE100000CS3
106407,CHF,CNE100000D55
546228,CHF,CNE100000F20
909201,CHF,CNE100000F46
22770,CHF,CNE100000F87
195953,CHF,CNE100000FD8
313398,CHF,CNE100000FF3
3832711,CHF,CNE100000FN7
24948,CHF,CNE100000FW8
309062,CHF,CNE100000FX6
1420802,CHF,CNE100000G29
26445,CHF,CNE100000G78
21992,CHF,CNE100000GH7
23979,CHF,CNE100000GQ8
260127,CHF,CNE100000GR6
50904,CHF,CNE100000GS4
25080,CHF,CNE100000GV8
166932,CHF,CNE100000H44
370209,CHF,CNE100000HB8
875535,CHF,CNE100000HD4
3720173,CHF,CNE100000HF9
234429,CHF,CNE100000HK9
989411,CHF,CNE100000HP8
225455,CHF,CNE100000J75
197186,CHF,CNE100000JG3
186126,CHF,CNE100000KC0
194930,CHF,CNE100000KD8
24779,CHF,CNE100000KT4
34425,CHF,CNE100000L55
386414,CHF,CNE100000L63
208369,CHF,CNE100000LQ8
241372,CHF,CNE100000MD4
26082,CHF,CNE100000MJ1
22703,CHF,CNE100000MK9
41594,CHF,CNE100000ML7
237615,CHF,CNE100000N46
21877,CHF,CNE100000N61
31539,CHF,CNE100000N79
22821,CHF,CNE100000N95
21789,CHF,CNE100000NP6
24681,CHF,CNE100000P02
32677,CHF,CNE100000P69
646787,CHF,CNE100000PH8
1270809,CHF,CNE100000PM8
243542,CHF,CNE100000PP1
40492,CHF,CNE100000PW7
21432,CHF,CNE100000PY3
3455607,CHF,CNE100000Q35
11336375,CHF,CNE100000Q43
29602,CHF,CNE100000QJ2
21831,CHF,CNE100000R26
2490224,CHF,CNE100000RJ0
22479,CHF,CNE100000RK8
45325,CHF,CNE100000S33
54714,CHF,CNE100000SF6
658738,CHF,CNE100000SL4
40447,CHF,CNE100000SP5
258353,CHF,CNE100000T24
42375,CHF,CNE100000T32
404965,CHF,CNE100000TP3
416642,CHF,CNE100000TW9
26519,CHF,CNE100000V12
162234,CHF,CNE100000V20
192528,CHF,CNE100000V46
190549,CHF,CNE100000V95
288982,CHF,CNE100000W03
447513,CHF,CNE100000W45
179209,CHF,CNE100000W60
45422,CHF,CNE100000W94
29272,CHF,CNE100000WJ0
173903,CHF,CNE100000WN2
1232866,CHF,CNE100000WS1
454668,CHF,CNE100000WW3
23039,CHF,CNE100000WX1
33371,CHF,CNE100000WY9
896901,CHF,CNE100000X44
214424,CHF,CNE100000X69
21589,CHF,CNE100000X77
133741,CHF,CNE100000X85
548299,CHF,CNE100000XG4
155563,CHF,CNE100000XX9
26043,CHF,CNE100000Y84
25368,CHF,CNE1000010F8
103344,CHF,CNE1000010M4
55782,CHF,CNE1000010N2
409582,CHF,CNE1000010R3
23569,CHF,CNE100001104
26408,CHF,CNE1000011H2
25920,CHF,CNE100001203
30935,CHF,CNE100001260
1743128,CHF,CNE1000012B3
27507,CHF,CNE1000012X7
20343,CHF,CNE1000013B1
119285,CHF,CNE100001526
180849,CHF,CNE1000015L5
30808,CHF,CNE1000015M3
22118,CHF,CNE1000015S0
200317,CHF,CNE1000015Y8
34941,CHF,CNE100001617
24781,CHF,CNE1000016F5
1315855,CHF,CNE1000016V2
155298,CHF,CNE1000017G1
69339,CHF,CNE1000018W6
987539,CHF,CNE100001922
965586,CHF,CNE1000019K9
34858,CHF,CNE1000019P8
44955,CHF,CNE1000019R4
49879,CHF,CNE1000019Y0
28337,CHF,CNE100001BZ8
24737,CHF,CNE100001CB7
31174,CHF,CNE100001CY9
27792,CHF,CNE100001D96
22236,CHF,CNE100001FB0
268432,CHF,CNE100001FN5
417252,CHF,CNE100001FR6
21788,CHF,CNE100001JM9
25547,CHF,CNE100001JZ1
57063,CHF,CNE100001KV8
39753,CHF,CNE100001LY0
764368,CHF,CNE100001M79
1782580,CHF,CNE100001MK7
153283,CHF,CNE100001NQ2
223232,CHF,CNE100001NR0
1035627,CHF,CNE100001NT6
609541,CHF,CNE100001NV2
472908,CHF,CNE100001QQ5
1592379,CHF,CNE100001QS1
1634888,CHF,CNE100001QW3
23937,CHF,CNE100001R58
401158,CHF,CNE100001RQ3
496632,CHF,CNE100001S16
51518,CHF,CNE100001SH0
740948,CHF,CNE100001SL2
3400839,CHF,CNE100001SR9
2940661,CHF,CNE100001T80
43212,CHF,CNE100001TH8
1094773,CHF,CNE100001TJ4
61540,CHF,CNE100001TP1
555025,CHF,CNE100001TQ9
469503,CHF,CNE100001TR7
31554,CHF,CNE100001TS5
32689,CHF,CNE100001TW7
52472,CHF,CNE100001V45
416413,CHF,CNE100001V60
51134,CHF,CNE100001VW3
300284,CHF,CNE100001W69
142888,CHF,CNE100001WS9
36333,CHF,CNE100001WW1
31596,CHF,CNE100001Y42
60848,CHF,CNE100001Y83
801817,CHF,CNE100001YQ9
42843,CHF,CNE100001YW7
36029,CHF,CNE100001ZF9
480975,CHF,CNE100001ZT0
160203,CHF,CNE100001ZV6
25649,CHF,CNE100001ZY0
27239,CHF,CNE1000020C4
30688,CHF,CNE100002177
1627776,CHF,CNE1000021L3
336491,CHF,CNE1000022F3
150694,CHF,CNE1000022N7
34350,CHF,CNE1000022S6
1858802,CHF,CNE100002342
666023,CHF,CNE100002359
1214030,CHF,CNE100002367
24849,CHF,CNE1000023M7
214688,CHF,CNE1000023Q8
498237,CHF,CNE1000023R6
1386810,CHF,CNE100002508
23600,CHF,CNE100002524
34992,CHF,CNE1000027G0
30960,CHF,CNE100002995
3728094,CHF,CNE1000029W3
233611,CHF,CNE100002BF8
33698,CHF,CNE100002BR3
30605,CHF,CNE100002BZ6
27400,CHF,CNE100002DD9
378430,CHF,CNE100002FC6
235951,CHF,CNE100002FD4
249709,CHF,CNE100002FK9
1968365,CHF,CNE100002FM5
49883,CHF,CNE100002FV6
55260,CHF,CNE100002FX2
1524720,CHF,CNE100002G76
197886,CHF,CNE100002G84
26797,CHF,CNE100002GC4
20748,CHF,CNE100002GK7
32514,CHF,CNE100002GM3
654398,CHF,CNE100002GQ4
31155,CHF,CNE100002GR2
27294,CHF,CNE100002GX0
19739,CHF,CNE100002MR0
401642,CHF,CNE100002PC5
181844,CHF,CNE100002Q33
279726,CHF,CNE100002QY7
66767,CHF,CNE100002R32
28315,CHF,CNE100002R65
29277,CHF,CNE100002RB3
24949,CHF,CNE100002RJ6
27767,CHF,CNE100002RT5
279147,CHF,CNE100002RY5
28434,CHF,CNE100002RZ2
29000,CHF,CNE100002SN6
30110,CHF,CNE100002V44
24210,CHF,CNE100002VW1
25372,CHF,CNE100002WP3
223272,CHF,CNE100002XM8
68360,CHF,CNE1000030S9
322640,CHF,CNE1000031K4
191758,CHF,CNE1000031P3
42535,CHF,CNE1000031R9
247650,CHF,CNE1000031T5
156059,CHF,CNE100003373
31530,CHF,CNE1000033J2
381651,CHF,CNE1000033T1
28651,CHF,CNE100003449
25301,CHF,CNE1000034T9
549486,CHF,CNE100003662
2999029,CHF,CNE100003688
136267,CHF,CNE100003F01
596970,CHF,CNE100003F19
455827,CHF,CNE100003G67
45245,CHF,CNE100003GS8
598269,CHF,COB07PA00078
1727187,CHF,COB07PA00086
1306322,CHF,COC04PA00016
369994,CHF,COD38PA00046
677438,CHF,COE15PA00026
854419,CHF,COJ12PA00048
386276,CHF,COT09PA00035
108052,CHF,COT13PA00060
574290,CHF,COT13PA00086
431409,CHF,COT29PA00058
94109,CHF,CS0008418869
871817,CHF,CZ0005112300
1984297,CHF,CZ0008019106
1410316,CHF,CZ0008040318
66641,CHF,DE0005008007
447672,CHF,DE0005089031
190858,CHF,DE0005093108
108033,CHF,DE0005102008
142808,CHF,DE0005103006
76304,CHF,DE0005111702
3579827,CHF,DE0005140008
785097,CHF,DE0005158703
5192700,CHF,DE0005190003
698906,CHF,DE0005190037
3217285,CHF,DE0005200000
59850,CHF,DE0005232805
639943,CHF,DE0005313704
36801,CHF,DE0005403901
472861,CHF,DE0005408116
65782,CHF,DE0005408884
402911,CHF,DE0005419105
276208,CHF,DE0005437305
1333152,CHF,DE0005439004
809143,CHF,DE0005470306
619276,CHF,DE0005470405
127902,CHF,DE0005488100
105573,CHF,DE0005493092
134904,CHF,DE0005493365
53763,CHF,DE0005550636
4049728,CHF,DE0005552004
8867230,CHF,DE0005557508
420967,CHF,DE0005565204
77070,CHF,DE0005659700
664852,CHF,DE0005664809
92162,CHF,DE0005677108
1205579,CHF,DE0005773303
4257946,CHF,DE0005785604
3010976,CHF,DE0005785802
424806,CHF,DE0005790430
4077969,CHF,DE0005810055
240748,CHF,DE0005909006
196137,CHF,DE0006013006
1976861,CHF,DE0006047004
2411932,CHF,DE0006048408
1591576,CHF,DE0006048432
1541918,CHF,DE0006062144
448998,CHF,DE0006070006
88479,CHF,DE0006083405
84593,CHF,DE0006095003
198560,CHF,DE0006200108
148718,CHF,DE0006202005
214092,CHF,DE0006219934
2725621,CHF,DE0006231004
221562,CHF,DE0006305006
196633,CHF,DE0006335003
745621,CHF,DE0006452907
180183,CHF,DE0006569908
4235134,CHF,DE0006599905
499661,CHF,DE0006602006
1030955,CHF,DE0006632003
402020,CHF,DE0006766504
210851,CHF,DE0006916604
674669,CHF,DE0006969603
587637,CHF,DE0007010803
1139106,CHF,DE0007030009
4702814,CHF,DE0007037129
59110,CHF,DE0007042301
82475,CHF,DE0007074007
9340730,CHF,DE0007100000
13719302,CHF,DE0007164600
807594,CHF,DE0007165631
58159,CHF,DE0007193500
274996,CHF,DE0007231326
177448,CHF,DE0007231334
48034,CHF,DE0007235301
9774433,CHF,DE0007236101
223071,CHF,DE0007257503
22181,CHF,DE0007274136
204076,CHF,DE0007297004
101043,CHF,DE0007314007
48817,CHF,DE0007446007
1351716,CHF,DE0007472060
422008,CHF,DE0007480204
562155,CHF,DE0007493991
547606,CHF,DE0007500001
201670,CHF,DE0007507501
1318038,CHF,DE0007664005
8145476,CHF,DE0007664039
149571,CHF,DE0007667107
391211,CHF,DE0008019001
3256203,CHF,DE0008232125
786692,CHF,DE0008303504
3622662,CHF,DE0008402215
12494567,CHF,DE0008404005
8130539,CHF,DE0008430026
89210,CHF,DE000A0D6554
1525686,CHF,DE000A0D9PT0
171187,CHF,DE000A0DJ6J9
58766,CHF,DE000A0DNAY5
66026,CHF,DE000A0DPRE6
2408467,CHF,DE000A0HN5C6
153077,CHF,DE000A0JK2A8
143407,CHF,DE000A0JL9W6
600260,CHF,DE000A0LD2U1
595809,CHF,DE000A0LD6E6
73248,CHF,DE000A0S8488
474919,CHF,DE000A0TGJ55
273178,CHF,DE000A0WMPJ6
108433,CHF,DE000A0Z2XN6
674797,CHF,DE000A0Z2ZZ5
680336,CHF,DE000A12B8Z4
1503504,CHF,DE000A12DM80
416039,CHF,DE000A12UKK6
4201752,CHF,DE000A14J9N8
561715,CHF,DE000A161408
687975,CHF,DE000A161N30
1415317,CHF,DE000A168650
2519866,CHF,DE000A181034
1441883,CHF,DE000A182VS4
1256913,CHF,DE000A182VT2
4847817,CHF,DE000A1919G4
2056765,CHF,DE000A1919H2
6227820,CHF,DE000A194DC1
5877709,CHF,DE000A19HCW0
4366999,CHF,DE000A19NY87
1715894,CHF,DE000A19S4V6
880031,CHF,DE000A1DAHH0
6556509,CHF,DE000A1EWWW0
944434,CHF,DE000A1GNAH1
232630,CHF,DE000A1H8BV3
817711,CHF,DE000A1J5RX9
4037435,CHF,DE000A1ML7J1
429644,CHF,DE000A1PHFF7
1123120,CHF,DE000A1RE1Q3
152356,CHF,DE000A1TNUT7
177893,CHF,DE000A1X3XX4
6419060,CHF,DE000A1Z6C06
7537719,CHF,DE000A1Z6M12
1166865,CHF,DE000A1ZZ010
944521,CHF,DE000A2E4K43
710193,CHF,DE000A2G8VU3
415901,CHF,DE000A2GS401
2024541,CHF,DE000A2GSFF1
405969,CHF,DE000A2NB601
747830,CHF,DE000A2R8ND3
1047075,CHF,DE000A2R8NE1
2159438,CHF,DE000A2R9ZU9
1588017,CHF,DE000A2RWAX4
347553,CHF,DE000A2RWZZ6
3599027,CHF,DE000A2SBDE0
2383365,CHF,DE000A2SBDF7
2586615,CHF,DE000A2YPFA1
2153133,CHF,DE000A2YPFU9
425754,CHF,DE000A2YPGA9
6602083,CHF,DE000BASF111
17342099,CHF,DE000BAY0017
1087403,CHF,DE000BFB0019
1359825,CHF,DE000BHY0BP6
2280465,CHF,DE000BHY0GS9
1271856,CHF,DE000CBK1001
2251225,CHF,DE000CZ40K07
1903442,CHF,DE000CZ40NG4
3026421,CHF,DE000ENAG999
723590,CHF,DE000EVNK013
67668,CHF,DE000JST4000
651634,CHF,DE000KBX1006
55046,CHF,DE000KC01000
460971,CHF,DE000KGX8881
488379,CHF,DE000KSAG888
984032,CHF,DE000LED4000
1470035,CHF,DE000LEG1110
308509,CHF,DE000NWRK013
3004350,CHF,DE000PAH0038
138159,CHF,DE000PAT1AG3
743803,CHF,DE000PSM7770
1571797,CHF,DE000SHL1006
1852986,CHF,DE000SYM9999
641265,CHF,DE000TUAG000
1745094,CHF,DE000UNSE018
66422,CHF,DE000WACK012
385802,CHF,DE000WAF3001
113225,CHF,DE000WCH8881
833927,CHF,DE000ZAL1111
3585416,CHF,DK0010181759
447835,CHF,DK0010219153
173109,CHF,DK0010234467
2166019,CHF,DK0010244425
3928689,CHF,DK0010244508
140273,CHF,DK0010253921
1820150,CHF,DK0010268606
1348624,CHF,DK0010272202
1315485,CHF,DK0010272632
2038352,CHF,DK0010274414
709514,CHF,DK0010287234
24700,CHF,DK0010287663
584395,CHF,DK0010307958
354168,CHF,DK0010311471
123177,CHF,DK0015250344
119162,CHF,DK0015998017
323452,CHF,DK0060027142
92675,CHF,DK0060036564
3024367,CHF,DK0060079531
3465456,CHF,DK0060094928
1418956,CHF,DK0060227585
464720,CHF,DK0060252690
89509,CHF,DK0060257814
1017656,CHF,DK0060336014
3721131,CHF,DK0060448595
474979,CHF,DK0060477503
1111141,CHF,DK0060495240
91636,CHF,DK0060497295
12379179,CHF,DK0060534915
812134,CHF,DK0060542181
1084846,CHF,DK0060634707
2559613,CHF,DK0060636678
293818,CHF,DK0060655629
221888,CHF,DK0060696300
65805,CHF,DK0060700516
393441,CHF,DK0060738599
534294,CHF,DK0060854669
88249,CHF,DK0060907293
501243,CHF,DK0060946788
154936,CHF,DK0060952919
276938,CHF,DK0061135753
204760,CHF,EGS30901C010
44997,CHF,EGS33041C012
1799711,CHF,EGS37091C013
41080,CHF,EGS3C251C013
132963,CHF,EGS3G0Z1C014
241422,CHF,EGS48031C016
2830494,CHF,EGS60121C018
74527,CHF,EGS65571C019
64728,CHF,EGS65591C017
172818,CHF,EGS655L1C012
61321,CHF,EGS65851C015
526669,CHF,EGS69101C011
55817,CHF,EGS691L1C018
397117,CHF,EGS691S1C011
124778,CHF,EGS729J1C018
189519,CHF,ES0105015012
524495,CHF,ES0105022000
